COMPANY_ID,VARIABLE,SHAP_VALUE,MODEL_INPUT_VALUE,WAS_MISSING,ABS_SHAP_VALUE,DESCRIPTION,SHAP_DIRECTION
ESIK-00001,Attr56,-0.13660835,-0.028591,False,0.13660835,Brüt kâr marjı,Riski Azaltıyor
ESIK-00001,Attr15,-0.1295274,3693.4,False,0.1295274,Yükümlülüklerin kârla geri ödeme süresi,Riski Azaltıyor
ESIK-00001,Attr34,0.11007879,2.7075,False,0.11007879,Faaliyet giderleri / toplam yükümlülükler,Riski Artırıyor
ESIK-00001,Attr37,0.107932635,5.2519,False,0.107932635,Likit varlıklar / uzun vadeli yükümlülükler,Riski Artırıyor
ESIK-00001,Attr9,-0.10750218,1.2757,False,0.10750218,Satışlar / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr4,-0.08786486,1.5998,False,0.08786486,Dönen varlıklar / kısa vadeli yükümlülükler,Riski Azaltıyor
ESIK-00001,Attr28,-0.082525946,0.61545,False,0.082525946,Çalışma sermayesi / duran varlıklar,Riski Azaltıyor
ESIK-00001,Attr6,0.082227364,0.0,False,0.082227364,Dağıtılmamış kârlar / toplam varlıklar,Riski Artırıyor
ESIK-00001,Attr59,-0.07745621,0.15222,False,0.07745621,Uzun vadeli yükümlülükler / özkaynaklar,Riski Azaltıyor
ESIK-00001,Attr3,-0.07538266,0.23298,False,0.07538266,Çalışma sermayesi / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr33,-0.072585255,3.3779,False,0.072585255,Faaliyet giderleri / kısa vadeli yükümlülükler,Riski Azaltıyor
ESIK-00001,Attr49,-0.07172784,-0.041395,False,0.07172784,Kaynakta EBITDA olarak adlandırılan tutar / satışlar (tanım notu),Riski Azaltıyor
ESIK-00001,Attr51,0.06585427,0.38846,False,0.06585427,Kısa vadeli yükümlülükler / toplam varlıklar,Riski Artırıyor
ESIK-00001,Attr40,-0.06226961,0.05781,False,0.06226961,(Dönen varlıklar - stoklar - alacaklar) / kısa vadeli yükümlülükler,Riski Azaltıyor
ESIK-00001,Attr64,-0.059034392,3.37,False,0.059034392,Satışlar / duran varlıklar,Riski Azaltıyor
ESIK-00001,Attr5,0.055325136,6.1825,False,0.055325136,Nakit temelli kısa vadeli finansman yeterliliği,Riski Artırıyor
ESIK-00001,Attr20,0.05233521,59.923,False,0.05233521,Stokların satışlara göre devir süresi,Riski Artırıyor
ESIK-00001,Attr57,-0.049252365,-0.012035,False,0.049252365,(Dönen varlıklar - stoklar - kısa vadeli yükümlülükler) / (satışlar - brüt kâr - amortisman),Riski Azaltıyor
ESIK-00001,Attr13,-0.048396286,0.037544,False,0.048396286,Brüt kâr ve amortisman / satışlar,Riski Azaltıyor
ESIK-00001,Attr45,0.039334882,-0.029614,False,0.039334882,Net kâr / stoklar,Riski Artırıyor
ESIK-00001,Attr1,-0.039179232,-0.006202,False,0.039179232,Net kâr / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr50,-0.038992196,1.2823,False,0.038992196,Dönen varlıklar / toplam yükümlülükler,Riski Azaltıyor
ESIK-00001,Attr11,-0.032276407,0.001329,False,0.032276407,(Brüt kâr + olağandışı kalemler + finansal giderler) / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr43,-0.0222537,171.38,False,0.0222537,Alacak ve stok devir süresi,Riski Azaltıyor
ESIK-00001,Attr31,0.022119459,0.000778,False,0.022119459,Brüt kâr ve faiz / satışlar,Riski Artırıyor
ESIK-00001,Attr32,-0.021799775,108.05,False,0.021799775,Kısa vadeli yükümlülüklerin devir süresi,Riski Azaltıyor
ESIK-00001,Attr29,-0.01926983,4.0022,False,0.01926983,Toplam varlıkların logaritması,Riski Azaltıyor
ESIK-00001,Attr2,-0.014406698,0.48465,False,0.014406698,Toplam yükümlülükler / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr52,-0.011728506,0.29604,False,0.011728506,Kısa vadeli yükümlülüklerin maliyete göre devir süresi,Riski Azaltıyor
ESIK-00001,Attr26,-0.011164723,0.098825,False,0.011164723,Net kâr ve amortisman / toplam yükümlülükler,Riski Azaltıyor
ESIK-00001,Attr38,-0.009605442,0.5938,False,0.009605442,Devamlı sermaye / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr19,-0.009588504,-0.004862,False,0.009588504,Brüt kâr / satışlar,Riski Azaltıyor
ESIK-00001,Attr10,-0.009136702,0.51535,False,0.009136702,Özkaynaklar / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr23,0.007761266,-0.004862,False,0.007761266,Net kâr / satışlar,Riski Artırıyor
ESIK-00001,Attr63,0.005634917,3.2841,False,0.005634917,Satışlar / kısa vadeli yükümlülükler,Riski Artırıyor
ESIK-00001,Attr16,-0.0054813167,0.098825,False,0.0054813167,Brüt kâr ve amortisman / toplam yükümlülükler,Riski Azaltıyor
ESIK-00001,Attr7,-0.005199808,-0.006202,False,0.005199808,EBIT / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr14,-0.005184579,-0.006202,False,0.005184579,Brüt kâr ve faiz / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr60,-0.004084134,6.0911,False,0.004084134,Satışlar / stoklar,Riski Azaltıyor
ESIK-00001,Attr18,-0.004042623,-0.006202,False,0.004042623,Brüt kâr / toplam varlıklar,Riski Azaltıyor
ESIK-00001,Attr8,0.0037949076,1.0634,False,0.0037949076,Özkaynak defter değeri / toplam yükümlülükler,Riski Artırıyor
ESIK-00001,Attr12,0.003141561,-0.015967,False,0.003141561,Brüt kâr / kısa vadeli yükümlülükler,Riski Artırıyor
ESIK-00001,Attr17,-0.002816305,2.0634,False,0.002816305,Toplam varlıklar / toplam yükümlülükler,Riski Azaltıyor
ESIK-00004,Attr35,-1.112928,0.3642,False,1.112928,Satış kârı / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr39,-0.9572116,0.2404,False,0.9572116,Satış kârı / satışlar,Riski Azaltıyor
ESIK-00004,Attr58,0.74541724,0.77048,False,0.74541724,Toplam maliyetler / toplam satışlar,Riski Artırıyor
ESIK-00004,Attr9,-0.38885012,1.515,False,0.38885012,Satışlar / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr27,0.36259067,2.0671,False,0.36259067,Faaliyet kârı / finansman giderleri,Riski Artırıyor
ESIK-00004,Attr38,0.30814165,0.51225,False,0.30814165,Devamlı sermaye / toplam varlıklar,Riski Artırıyor
ESIK-00004,Attr36,-0.27173224,1.515,False,0.27173224,Toplam satışlar / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr62,-0.2634757,106.43,False,0.2634757,Kısa vadeli yükümlülüklerin satışlara göre devir süresi,Riski Azaltıyor
ESIK-00004,Attr46,-0.22574334,0.90475,False,0.22574334,Asit-test oranı,Riski Azaltıyor
ESIK-00004,Attr30,-0.21222782,0.36331,False,0.21222782,Nakit sonrası yükümlülükler / satışlar,Riski Azaltıyor
ESIK-00004,Attr55,-0.20990159,1.2437,False,0.20990159,Çalışma sermayesi,Riski Azaltıyor
ESIK-00004,Attr25,-0.19759484,0.4292,False,0.19759484,(Özkaynak - sermaye) / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr21,-0.18477932,0.99455,False,0.18477932,Cari yıl satışları / önceki yıl satışları,Riski Azaltıyor
ESIK-00004,Attr61,-0.17822778,4.095,False,0.17822778,Satışlar / alacaklar,Riski Azaltıyor
ESIK-00004,Attr49,-0.17547384,0.028186,False,0.17547384,Kaynakta EBITDA olarak adlandırılan tutar / satışlar (tanım notu),Riski Azaltıyor
ESIK-00004,Attr42,-0.16528216,0.044632,False,0.16528216,Faaliyet kârı / satışlar,Riski Azaltıyor
ESIK-00004,Attr41,-0.16466154,0.19828,False,0.16466154,Borçların faaliyet kârı ve amortismanla karşılanma yükü,Riski Azaltıyor
ESIK-00004,Attr26,-0.14925666,0.1328,False,0.14925666,Net kâr ve amortisman / toplam yükümlülükler,Riski Azaltıyor
ESIK-00004,Attr40,-0.13443103,0.067283,False,0.13443103,(Dönen varlıklar - stoklar - alacaklar) / kısa vadeli yükümlülükler,Riski Azaltıyor
ESIK-00004,Attr54,-0.12270303,1.1369,False,0.12270303,Devamlı sermaye / duran varlıklar,Riski Azaltıyor
ESIK-00004,Attr15,-0.117924616,2386.1,False,0.117924616,Yükümlülüklerin kârla geri ödeme süresi,Riski Azaltıyor
ESIK-00004,Attr51,0.11736802,0.44176,False,0.11736802,Kısa vadeli yükümlülükler / toplam varlıklar,Riski Artırıyor
ESIK-00004,Attr16,-0.11733334,0.15297,False,0.11733334,Brüt kâr ve amortisman / toplam yükümlülükler,Riski Azaltıyor
ESIK-00004,Attr48,0.105547875,0.042701,False,0.105547875,Kaynakta EBITDA olarak adlandırılan tutar / toplam varlıklar (tanım notu),Riski Artırıyor
ESIK-00004,Attr19,-0.099611655,0.039129,False,0.099611655,Brüt kâr / satışlar,Riski Azaltıyor
ESIK-00004,Attr45,-0.09389147,0.32177,False,0.09389147,Net kâr / stoklar,Riski Azaltıyor
ESIK-00004,Attr64,-0.09228218,3.3622,False,0.09228218,Satışlar / duran varlıklar,Riski Azaltıyor
ESIK-00004,Attr33,-0.08821465,2.6583,False,0.08821465,Faaliyet giderleri / kısa vadeli yükümlülükler,Riski Azaltıyor
ESIK-00004,Attr20,-0.08522685,36.074,False,0.08522685,Stokların satışlara göre devir süresi,Riski Azaltıyor
ESIK-00004,Attr23,-0.08468764,0.031802,False,0.08468764,Net kâr / satışlar,Riski Azaltıyor
ESIK-00004,Attr44,-0.08204309,89.134,False,0.08204309,Alacakların satışlara göre devir süresi,Riski Azaltıyor
ESIK-00004,Attr12,-0.07927464,0.13419,False,0.07927464,Brüt kâr / kısa vadeli yükümlülükler,Riski Azaltıyor
ESIK-00004,Attr43,-0.078629486,125.21,False,0.078629486,Alacak ve stok devir süresi,Riski Azaltıyor
ESIK-00004,Attr3,-0.07350111,0.10765,False,0.07350111,Çalışma sermayesi / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr6,0.07074762,0.0,False,0.07074762,Dağıtılmamış kârlar / toplam varlıklar,Riski Artırıyor
ESIK-00004,Attr28,-0.06740565,0.23891,False,0.06740565,Çalışma sermayesi / duran varlıklar,Riski Azaltıyor
ESIK-00004,Attr37,0.06264435,6.3783,False,0.06264435,Likit varlıklar / uzun vadeli yükümlülükler,Riski Artırıyor
ESIK-00004,Attr53,-0.062463243,0.99779,False,0.062463243,Özkaynaklar / duran varlıklar,Riski Azaltıyor
ESIK-00004,Attr11,0.059432864,0.09199,False,0.059432864,(Brüt kâr + olağandışı kalemler + finansal giderler) / toplam varlıklar,Riski Artırıyor
ESIK-00004,Attr59,-0.05768065,0.13938,False,0.05768065,Uzun vadeli yükümlülükler / özkaynaklar,Riski Azaltıyor
ESIK-00004,Attr4,-0.05524336,1.2437,False,0.05524336,Dönen varlıklar / kısa vadeli yükümlülükler,Riski Azaltıyor
ESIK-00004,Attr56,-0.052682295,0.2404,False,0.052682295,Brüt kâr marjı,Riski Azaltıyor
ESIK-00004,Attr24,0.048139703,0.0,False,0.048139703,Son üç yıllık brüt kâr / toplam varlıklar,Riski Artırıyor
ESIK-00004,Attr47,-0.04421061,46.538,False,0.04421061,Stok devir süresi,Riski Azaltıyor
ESIK-00004,Attr52,-0.040504783,0.37618,False,0.040504783,Kısa vadeli yükümlülüklerin maliyete göre devir süresi,Riski Azaltıyor
ESIK-00004,Attr34,-0.03475424,2.1336,False,0.03475424,Faaliyet giderleri / toplam yükümlülükler,Riski Azaltıyor
ESIK-00004,Attr1,-0.033059742,0.048179,False,0.033059742,Net kâr / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr60,-0.030532425,10.118,False,0.030532425,Satışlar / stoklar,Riski Azaltıyor
ESIK-00004,Attr22,-0.025670322,0.067616,False,0.025670322,Faaliyet kârı / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr57,-0.019183181,0.10716,False,0.019183181,(Dönen varlıklar - stoklar - kısa vadeli yükümlülükler) / (satışlar - brüt kâr - amortisman),Riski Azaltıyor
ESIK-00004,Attr13,0.016218334,0.055575,False,0.016218334,Brüt kâr ve amortisman / satışlar,Riski Artırıyor
ESIK-00004,Attr10,-0.014617316,0.44959,False,0.014617316,Özkaynaklar / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr32,-0.014600597,140.12,False,0.014600597,Kısa vadeli yükümlülüklerin devir süresi,Riski Azaltıyor
ESIK-00004,Attr31,-0.008762912,0.039129,False,0.008762912,Brüt kâr ve faiz / satışlar,Riski Azaltıyor
ESIK-00004,Attr7,-0.008712719,0.05928,False,0.008712719,EBIT / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr14,-0.0072568017,0.05928,False,0.0072568017,Brüt kâr ve faiz / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr50,0.005857095,0.99819,False,0.005857095,Dönen varlıklar / toplam yükümlülükler,Riski Artırıyor
ESIK-00004,Attr5,0.004617949,-22.959,False,0.004617949,Nakit temelli kısa vadeli finansman yeterliliği,Riski Artırıyor
ESIK-00004,Attr29,0.0033079537,5.8823,False,0.0033079537,Toplam varlıkların logaritması,Riski Artırıyor
ESIK-00004,Attr18,0.0025327804,0.05928,False,0.0025327804,Brüt kâr / toplam varlıklar,Riski Artırıyor
ESIK-00004,Attr2,-0.0019030673,0.55041,False,0.0019030673,Toplam yükümlülükler / toplam varlıklar,Riski Azaltıyor
ESIK-00004,Attr63,0.001750146,3.4294,False,0.001750146,Satışlar / kısa vadeli yükümlülükler,Riski Artırıyor
ESIK-00004,Attr17,-0.0011523939,1.8168,False,0.0011523939,Toplam varlıklar / toplam yükümlülükler,Riski Azaltıyor
ESIK-00004,Attr8,-0.0005951523,0.81682,False,0.0005951523,Özkaynak defter değeri / toplam yükümlülükler,Riski Azaltıyor
ESIK-00011,Attr27,-1.6815141,0.53447,False,1.6815141,Faaliyet kârı / finansman giderleri,Riski Azaltıyor
ESIK-00011,Attr21,-0.6491835,1.2102,False,0.6491835,Cari yıl satışları / önceki yıl satışları,Riski Azaltıyor
ESIK-00011,Attr35,-0.6299834,0.1112,False,0.6299834,Satış kârı / toplam varlıklar,Riski Azaltıyor
ESIK-00011,Attr39,-0.4598619,0.050957,False,0.4598619,Satış kârı / satışlar,Riski Azaltıyor
ESIK-00011,Attr25,-0.43113443,0.67569,False,0.43113443,(Özkaynak - sermaye) / toplam varlıklar,Riski Azaltıyor
ESIK-00011,Attr58,0.33309868,0.95343,False,0.33309868,Toplam maliyetler / toplam satışlar,Riski Artırıyor
ESIK-00011,Attr22,-0.2789121,0.1112,False,0.2789121,Faaliyet kârı / toplam varlıklar,Riski Azaltıyor
ESIK-00011,Attr43,-0.26886162,72.361,False,0.26886162,Alacak ve stok devir süresi,Riski Azaltıyor
ESIK-00011,Attr13,-0.23611172,0.069037,False,0.23611172,Brüt kâr ve amortisman / satışlar,Riski Azaltıyor
ESIK-00011,Attr38,-0.23583989,0.79758,False,0.23583989,Devamlı sermaye / toplam varlıklar,Riski Azaltıyor
ESIK-00011,Attr46,-0.22191261,1.7362,False,0.22191261,Asit-test oranı,Riski Azaltıyor
ESIK-00011,Attr26,-0.210657,0.43236,False,0.210657,Net kâr ve amortisman / toplam yükümlülükler,Riski Azaltıyor
ESIK-00011,Attr29,-0.20157935,4.4784,False,0.20157935,Toplam varlıkların logaritması,Riski Azaltıyor
ESIK-00011,Attr36,0.19587007,2.2146,False,0.19587007,Toplam satışlar / toplam varlıklar,Riski Artırıyor
ESIK-00011,Attr56,0.18737724,0.046572,False,0.18737724,Brüt kâr marjı,Riski Artırıyor
ESIK-00011,Attr45,-0.18110265,0.31983,False,0.18110265,Net kâr / stoklar,Riski Azaltıyor
ESIK-00011,Attr42,-0.18098271,0.050957,False,0.18098271,Faaliyet kârı / satışlar,Riski Azaltıyor
ESIK-00011,Attr62,-0.1773239,32.182,False,0.1773239,Kısa vadeli yükümlülüklerin satışlara göre devir süresi,Riski Azaltıyor
ESIK-00011,Attr41,-0.1572986,0.065997,False,0.1572986,Borçların faaliyet kârı ve amortismanla karşılanma yükü,Riski Azaltıyor
ESIK-00011,Attr8,-0.15224826,2.1499,False,0.15224826,Özkaynak defter değeri / toplam yükümlülükler,Riski Azaltıyor
ESIK-00011,Attr55,-0.14912377,12778.0,False,0.14912377,Çalışma sermayesi,Riski Azaltıyor
ESIK-00011,Attr53,-0.14778186,1.7644,False,0.14778186,Özkaynaklar / duran varlıklar,Riski Azaltıyor
ESIK-00011,Attr5,0.12922215,24.874,False,0.12922215,Nakit temelli kısa vadeli finansman yeterliliği,Riski Artırıyor
ESIK-00011,Attr30,-0.12404687,0.059976,False,0.12404687,Nakit sonrası yükümlülükler / satışlar,Riski Azaltıyor
ESIK-00011,Attr60,-0.120072596,7.7104,False,0.120072596,Satışlar / stoklar,Riski Azaltıyor
ESIK-00011,Attr34,-0.11070864,0.3538,False,0.11070864,Faaliyet giderleri / toplam yükümlülükler,Riski Azaltıyor
ESIK-00011,Attr49,-0.10984937,0.030166,False,0.10984937,Kaynakta EBITDA olarak adlandırılan tutar / satışlar (tanım notu),Riski Azaltıyor
ESIK-00011,Attr47,-0.1061799,49.651,False,0.1061799,Stok devir süresi,Riski Azaltıyor
ESIK-00011,Attr20,-0.10581983,47.339,False,0.10581983,Stokların satışlara göre devir süresi,Riski Azaltıyor
ESIK-00011,Attr23,-0.09751608,0.041481,False,0.09751608,Net kâr / satışlar,Riski Azaltıyor
ESIK-00011,Attr44,0.09491733,25.023,False,0.09491733,Alacakların satışlara göre devir süresi,Riski Artırıyor
ESIK-00011,Attr16,-0.0946078,0.47933,False,0.0946078,Brüt kâr ve amortisman / toplam yükümlülükler,Riski Azaltıyor
ESIK-00011,Attr19,-0.093682714,0.048246,False,0.093682714,Brüt kâr / satışlar,Riski Azaltıyor
ESIK-00011,Attr64,-0.093338616,5.6981,False,0.093338616,Satışlar / duran varlıklar,Riski Azaltıyor
ESIK-00011,Attr61,0.0922029,14.587,False,0.0922029,Satışlar / alacaklar,Riski Artırıyor
ESIK-00011,Attr37,-0.08314543,2.7404,False,0.08314543,Likit varlıklar / uzun vadeli yükümlülükler,Riski Azaltıyor
ESIK-00011,Attr33,0.08061384,10.814,False,0.08061384,Faaliyet giderleri / kısa vadeli yükümlülükler,Riski Artırıyor
ESIK-00011,Attr57,-0.07910504,0.13396,False,0.07910504,(Dönen varlıklar - stoklar - kısa vadeli yükümlülükler) / (satışlar - brüt kâr - amortisman),Riski Azaltıyor
ESIK-00011,Attr63,-0.07728686,11.342,False,0.07728686,Satışlar / kısa vadeli yükümlülükler,Riski Azaltıyor
ESIK-00011,Attr54,-0.07512256,2.0827,False,0.07512256,Devamlı sermaye / duran varlıklar,Riski Azaltıyor
ESIK-00011,Attr9,0.072874576,1.0488,False,0.072874576,Satışlar / toplam varlıklar,Riski Artırıyor
ESIK-00011,Attr17,-0.068042494,3.1818,False,0.068042494,Toplam varlıklar / toplam yükümlülükler,Riski Azaltıyor
ESIK-00011,Attr51,-0.067094445,0.1924,False,0.067094445,Kısa vadeli yükümlülükler / toplam varlıklar,Riski Azaltıyor
ESIK-00011,Attr48,0.06454687,0.065826,False,0.06454687,Kaynakta EBITDA olarak adlandırılan tutar / toplam varlıklar (tanım notu),Riski Artırıyor
ESIK-00011,Attr15,-0.063238084,761.48,False,0.063238084,Yükümlülüklerin kârla geri ödeme süresi,Riski Azaltıyor
ESIK-00011,Attr28,-0.058927678,1.1089,False,0.058927678,Çalışma sermayesi / duran varlıklar,Riski Azaltıyor
ESIK-00011,Attr40,-0.051576264,0.95864,False,0.051576264,(Dönen varlıklar - stoklar - alacaklar) / kısa vadeli yükümlülükler,Riski Azaltıyor
ESIK-00011,Attr59,-0.04764561,0.1804,False,0.04764561,Uzun vadeli yükümlülükler / özkaynaklar,Riski Azaltıyor
ESIK-00011,Attr52,0.047028765,0.092477,False,0.047028765,Kısa vadeli yükümlülüklerin maliyete göre devir süresi,Riski Artırıyor
ESIK-00011,Attr1,-0.04573762,0.090516,False,0.04573762,Net kâr / toplam varlıklar,Riski Azaltıyor
ESIK-00011,Attr32,-0.045533232,33.754,False,0.045533232,Kısa vadeli yükümlülüklerin devir süresi,Riski Azaltıyor
ESIK-00011,Attr6,0.044200372,0.055652,False,0.044200372,Dağıtılmamış kârlar / toplam varlıklar,Riski Artırıyor
ESIK-00011,Attr4,0.041935395,3.2071,False,0.041935395,Dönen varlıklar / kısa vadeli yükümlülükler,Riski Artırıyor
ESIK-00011,Attr12,0.03582277,0.54719,False,0.03582277,Brüt kâr / kısa vadeli yükümlülükler,Riski Artırıyor
ESIK-00011,Attr24,-0.033321045,0.076551,False,0.033321045,Son üç yıllık brüt kâr / toplam varlıklar,Riski Azaltıyor
ESIK-00011,Attr2,-0.018765427,0.31429,False,0.018765427,Toplam yükümlülükler / toplam varlıklar,Riski Azaltıyor
ESIK-00011,Attr50,0.018505648,1.9633,False,0.018505648,Dönen varlıklar / toplam yükümlülükler,Riski Artırıyor
ESIK-00011,Attr18,0.01817521,0.10528,False,0.01817521,Brüt kâr / toplam varlıklar,Riski Artırıyor
ESIK-00011,Attr14,0.017212061,0.10528,False,0.017212061,Brüt kâr ve faiz / toplam varlıklar,Riski Artırıyor
ESIK-00011,Attr3,-0.017084477,0.42465,False,0.017084477,Çalışma sermayesi / toplam varlıklar,Riski Azaltıyor
ESIK-00011,Attr10,0.013328481,0.67569,False,0.013328481,Özkaynaklar / toplam varlıklar,Riski Artırıyor
ESIK-00011,Attr31,-0.0089686345,0.048246,False,0.0089686345,Brüt kâr ve faiz / satışlar,Riski Azaltıyor
ESIK-00011,Attr7,0.0056064064,0.10528,False,0.0056064064,EBIT / toplam varlıklar,Riski Artırıyor
ESIK-00011,Attr11,0.0040476024,0.10528,False,0.0040476024,(Brüt kâr + olağandışı kalemler + finansal giderler) / toplam varlıklar,Riski Artırıyor
ESIK-00012,Attr21,-1.3568733,3.6963,False,1.3568733,Cari yıl satışları / önceki yıl satışları,Riski Azaltıyor
ESIK-00012,Attr9,-0.5514873,4.2828,False,0.5514873,Satışlar / toplam varlıklar,Riski Azaltıyor
ESIK-00012,Attr35,-0.533995,0.2153,False,0.533995,Satış kârı / toplam varlıklar,Riski Azaltıyor
ESIK-00012,Attr46,-0.50664663,1.4836,False,0.50664663,Asit-test oranı,Riski Azaltıyor
ESIK-00012,Attr36,0.48611775,4.2828,False,0.48611775,Toplam satışlar / toplam varlıklar,Riski Artırıyor
ESIK-00012,Attr34,-0.46298477,7.8883,False,0.46298477,Faaliyet giderleri / toplam yükümlülükler,Riski Azaltıyor
ESIK-00012,Attr58,0.3635572,0.95493,False,0.3635572,Toplam maliyetler / toplam satışlar,Riski Artırıyor
ESIK-00012,Attr61,0.2946543,14.211,False,0.2946543,Satışlar / alacaklar,Riski Artırıyor
ESIK-00012,Attr39,-0.2870788,0.050271,False,0.2870788,Satış kârı / satışlar,Riski Azaltıyor
ESIK-00012,Attr25,-0.2636017,0.46532,False,0.2636017,(Özkaynak - sermaye) / toplam varlıklar,Riski Azaltıyor
ESIK-00012,Attr45,-0.25138304,2.5165,False,0.25138304,Net kâr / stoklar,Riski Azaltıyor
ESIK-00012,Attr24,-0.2186969,0.16414,True,0.2186969,Son üç yıllık brüt kâr / toplam varlıklar,Riski Azaltıyor
ESIK-00012,Attr43,0.2080382,30.876,False,0.2080382,Alacak ve stok devir süresi,Riski Artırıyor
ESIK-00012,Attr48,0.20527199,0.17541,False,0.20527199,Kaynakta EBITDA olarak adlandırılan tutar / toplam varlıklar (tanım notu),Riski Artırıyor
ESIK-00012,Attr53,-0.20416942,2.7824,False,0.20416942,Özkaynaklar / duran varlıklar,Riski Azaltıyor
ESIK-00012,Attr1,0.2029868,0.15329,False,0.2029868,Net kâr / toplam varlıklar,Riski Artırıyor
ESIK-00012,Attr44,0.20231326,25.684,False,0.20231326,Alacakların satışlara göre devir süresi,Riski Artırıyor
ESIK-00012,Attr22,-0.18972683,0.19834,False,0.18972683,Faaliyet kârı / toplam varlıklar,Riski Azaltıyor
ESIK-00012,Attr38,0.18621735,0.48437,False,0.18621735,Devamlı sermaye / toplam varlıklar,Riski Artırıyor
ESIK-00012,Attr47,0.16938521,5.4662,False,0.16938521,Stok devir süresi,Riski Artırıyor
ESIK-00012,Attr26,-0.16204137,0.34176,False,0.16204137,Net kâr ve amortisman / toplam yükümlülükler,Riski Azaltıyor
ESIK-00012,Attr56,0.16094047,0.050271,False,0.16094047,Brüt kâr marjı,Riski Artırıyor
ESIK-00012,Attr27,0.14741917,35.465,False,0.14741917,Faaliyet kârı / finansman giderleri,Riski Artırıyor
ESIK-00012,Attr62,-0.144863,43.945,False,0.144863,Kısa vadeli yükümlülüklerin satışlara göre devir süresi,Riski Azaltıyor
ESIK-00012,Attr20,-0.13758998,5.1914,False,0.13758998,Stokların satışlara göre devir süresi,Riski Azaltıyor
