COMPANY_ID,RISK_RANK,RISK_SCORE,RISK_PERCENTILE,RISK_GROUP,RECOMMENDED_ACTION,ANALYST_REVIEW,ACTUAL_BANKRUPT,ACTUAL_STATUS
ESIK-05773,43,0.8895321,96.41025641025641,Kritik - İlk %5,Acil analist incelemesi,1,1,İflas Etti
ESIK-01653,44,0.8873366,96.32478632478633,Kritik - İlk %5,Acil analist incelemesi,1,0,İflas Etmedi
ESIK-05540,45,0.881872,96.23931623931624,Kritik - İlk %5,Acil analist incelemesi,1,1,İflas Etti
ESIK-05842,46,0.8788725,96.15384615384616,Kritik - İlk %5,Acil analist incelemesi,1,1,İflas Etti
ESIK-05824,47,0.86392695,96.06837606837607,Kritik - İlk %5,Acil analist incelemesi,1,1,İflas Etti
ESIK-05671,48,0.8638771,95.98290598290599,Kritik - İlk %5,Acil analist incelemesi,1,1,İflas Etti
ESIK-00182,49,0.8546524,95.8974358974359,Kritik - İlk %5,Acil analist incelemesi,1,0,İflas Etmedi
ESIK-05746,50,0.8439078,95.81196581196582,Kritik - İlk %5,Acil analist incelemesi,1,1,İflas Etti
ESIK-05316,51,0.8376708,95.72649572649573,Kritik - İlk %5,Acil analist incelemesi,1,0,İflas Etmedi
ESIK-04333,52,0.81333625,95.64102564102565,Kritik - İlk %5,Acil analist incelemesi,1,0,İflas Etmedi
ESIK-03928,53,0.8072525,95.55555555555556,Kritik - İlk %5,Acil analist incelemesi,1,0,İflas Etmedi
ESIK-04872,54,0.7860394,95.47008547008548,Kritik - İlk %5,Acil analist incelemesi,1,0,İflas Etmedi
ESIK-05147,55,0.7748217,95.38461538461539,Kritik - İlk %5,Acil analist incelemesi,1,0,İflas Etmedi
ESIK-05579,56,0.768892,95.2991452991453,Kritik - İlk %5,Acil analist incelemesi,1,1,İflas Etti
ESIK-05488,57,0.76348287,95.2136752136752,Kritik - İlk %5,Acil analist incelemesi,1,1,İflas Etti
ESIK-05467,58,0.76256424,95.12820512820512,Kritik - İlk %5,Acil analist incelemesi,1,1,İflas Etti
ESIK-04197,59,0.7023801,95.04273504273503,Kritik - İlk %5,Acil analist incelemesi,1,0,İflas Etmedi
ESIK-02300,60,0.6904284,94.95726495726495,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05648,61,0.6670499,94.87179487179486,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-01125,62,0.6446281,94.78632478632478,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-02078,63,0.6425788,94.70085470085469,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05514,64,0.63574857,94.61538461538461,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-05454,65,0.6295186,94.52991452991452,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-05820,66,0.6243086,94.44444444444444,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-05458,67,0.59385926,94.35897435897435,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-05464,68,0.58076227,94.27350427350427,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-05783,69,0.5677418,94.18803418803418,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-02660,70,0.5614001,94.1025641025641,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-02980,71,0.54674304,94.01709401709401,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-00424,72,0.5399301,93.93162393162393,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05541,73,0.5308211,93.84615384615384,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-05477,74,0.53061336,93.76068376068376,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-05809,75,0.489747,93.67521367521367,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-05735,76,0.4875457,93.58974358974359,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-02183,77,0.48680896,93.5042735042735,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-03983,78,0.47606012,93.41880341880342,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-04066,79,0.47118196,93.33333333333333,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-00239,80,0.46663833,93.24786324786325,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-00674,81,0.45888877,93.16239316239316,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-03277,82,0.45141962,93.07692307692308,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05542,83,0.4434447,92.99145299145299,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-00053,84,0.43229005,92.90598290598291,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-03369,85,0.43037775,92.82051282051282,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05799,86,0.41674042,92.73504273504274,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-01050,87,0.40889287,92.64957264957265,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-00760,88,0.40361026,92.56410256410257,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05621,89,0.40274903,92.47863247863248,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-03623,90,0.39535645,92.3931623931624,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05487,91,0.38053823,92.3076923076923,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-02800,92,0.3780418,92.22222222222223,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05596,93,0.34815252,92.13675213675214,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-03080,94,0.34323335,92.05128205128204,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05640,95,0.3332489,91.96581196581197,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-04136,96,0.32335672,91.88034188034187,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-01377,97,0.31702933,91.7948717948718,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-04717,98,0.3053732,91.7094017094017,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-01891,99,0.30499795,91.62393162393163,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-03525,100,0.30498648,91.53846153846153,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-00818,101,0.30227625,91.45299145299145,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-03549,102,0.30158532,91.36752136752136,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05572,103,0.28931883,91.28205128205128,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-03676,104,0.28423244,91.19658119658119,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-03359,105,0.27910283,91.11111111111111,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05299,106,0.26946723,91.02564102564102,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05166,107,0.267688,90.94017094017094,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-00448,108,0.257397,90.85470085470085,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-03009,109,0.2506047,90.76923076923077,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-01688,110,0.2430374,90.68376068376068,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-03439,111,0.23524381,90.5982905982906,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-04473,112,0.22882771,90.51282051282051,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05551,113,0.22846873,90.42735042735043,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-00873,114,0.2172529,90.34188034188034,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-03323,115,0.21534218,90.25641025641026,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-00700,116,0.20648776,90.17094017094017,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,0,İflas Etmedi
ESIK-05597,117,0.20226178,90.08547008547009,Yüksek - %5 ile %10,Öncelikli analist incelemesi,1,1,İflas Etti
ESIK-00745,118,0.20049886,90.0,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05063,119,0.1982939,89.91452991452992,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05157,120,0.18594272,89.82905982905983,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02848,121,0.18440963,89.74358974358975,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00821,122,0.18374817,89.65811965811966,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03137,123,0.18199947,89.57264957264958,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02563,124,0.17921938,89.48717948717949,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05511,125,0.17390521,89.40170940170941,Orta - %10 ile %20,Yakın izleme listesi,0,1,İflas Etti
ESIK-03144,126,0.1738562,89.31623931623932,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01598,127,0.16055912,89.23076923076924,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05106,128,0.15237549,89.14529914529915,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04259,129,0.15210474,89.05982905982906,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03466,130,0.14492074,88.97435897435896,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05764,131,0.13634908,88.88888888888889,Orta - %10 ile %20,Yakın izleme listesi,0,1,İflas Etti
ESIK-05768,132,0.13482438,88.8034188034188,Orta - %10 ile %20,Yakın izleme listesi,0,1,İflas Etti
ESIK-02407,133,0.12674028,88.71794871794872,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00089,134,0.12602066,88.63247863247862,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05641,135,0.12538637,88.54700854700855,Orta - %10 ile %20,Yakın izleme listesi,0,1,İflas Etti
ESIK-03507,136,0.124225825,88.46153846153845,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03102,137,0.123149976,88.37606837606837,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01322,138,0.122927934,88.29059829059828,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04771,139,0.12272488,88.2051282051282,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04613,140,0.12257052,88.11965811965811,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03347,141,0.118905686,88.03418803418803,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03630,142,0.117943846,87.94871794871794,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01689,143,0.117371805,87.86324786324786,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03734,144,0.11554881,87.77777777777777,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01504,145,0.110426016,87.6923076923077,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05287,146,0.11019187,87.6068376068376,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04695,147,0.10868287,87.52136752136752,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03321,148,0.10643958,87.43589743589743,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00551,149,0.10567415,87.35042735042735,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01833,150,0.102847934,87.26495726495726,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03906,151,0.10219817,87.17948717948718,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03378,152,0.09724929,87.09401709401709,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03376,153,0.09436764,87.00854700854701,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04621,154,0.0938441,86.92307692307692,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00804,155,0.09016246,86.83760683760684,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03064,156,0.08905656,86.75213675213675,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04753,157,0.08792019,86.66666666666667,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01206,158,0.08697582,86.58119658119658,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01063,159,0.08675231,86.4957264957265,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00012,160,0.08610522,86.41025641025641,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03916,161,0.08021592,86.32478632478633,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02438,162,0.079772756,86.23931623931624,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03585,163,0.07626328,86.15384615384616,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00098,164,0.07334808,86.06837606837607,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01359,165,0.07241564,85.98290598290599,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05518,166,0.0720741,85.8974358974359,Orta - %10 ile %20,Yakın izleme listesi,0,1,İflas Etti
ESIK-02836,167,0.07118761,85.8119658119658,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04145,168,0.0682104,85.72649572649573,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03978,169,0.06757981,85.64102564102564,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00839,170,0.06722114,85.55555555555556,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00478,171,0.065485634,85.47008547008546,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05271,172,0.06544253,85.38461538461539,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01779,173,0.065216355,85.2991452991453,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05079,174,0.06444881,85.21367521367522,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01677,175,0.0641936,85.12820512820512,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03284,176,0.062431052,85.04273504273505,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05619,177,0.061828908,84.95726495726495,Orta - %10 ile %20,Yakın izleme listesi,0,1,İflas Etti
ESIK-02114,178,0.06116347,84.87179487179488,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02826,179,0.06032595,84.78632478632478,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01855,180,0.059783403,84.7008547008547,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03422,181,0.059272476,84.61538461538461,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00835,182,0.059042584,84.52991452991454,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03250,183,0.058856282,84.44444444444444,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00962,184,0.058097113,84.35897435897436,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02437,185,0.057724312,84.27350427350427,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02319,186,0.057623167,84.1880341880342,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03083,187,0.057106446,84.1025641025641,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04787,188,0.056794662,84.01709401709402,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04779,189,0.056583874,83.93162393162393,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02724,190,0.05578466,83.84615384615385,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01826,191,0.054650985,83.76068376068376,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01454,192,0.05396371,83.67521367521368,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01678,193,0.052899424,83.58974358974359,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05566,194,0.052580353,83.50427350427351,Orta - %10 ile %20,Yakın izleme listesi,0,1,İflas Etti
ESIK-04734,195,0.05217704,83.41880341880342,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02845,196,0.051844273,83.33333333333334,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01602,197,0.051060818,83.24786324786325,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03052,198,0.050660543,83.16239316239317,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01385,199,0.049888276,83.07692307692308,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01287,200,0.049824227,82.991452991453,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01604,201,0.048989158,82.90598290598291,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01738,202,0.04894094,82.82051282051283,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02423,203,0.04884649,82.73504273504273,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03095,204,0.048589006,82.64957264957265,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03029,205,0.047910076,82.56410256410255,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03146,206,0.047522806,82.47863247863248,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00309,207,0.046708457,82.39316239316238,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01045,208,0.046609413,82.3076923076923,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04515,209,0.04649978,82.22222222222221,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04481,210,0.04587199,82.13675213675214,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04546,211,0.04520387,82.05128205128204,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03661,212,0.04511783,81.96581196581197,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02436,213,0.045012005,81.88034188034187,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04061,214,0.044710107,81.7948717948718,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03974,215,0.044274855,81.7094017094017,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05152,216,0.044001244,81.62393162393163,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02033,217,0.043490477,81.53846153846153,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04687,218,0.04329685,81.45299145299145,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01954,219,0.042942822,81.36752136752136,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-04630,220,0.041269083,81.28205128205128,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-00246,221,0.041260894,81.19658119658119,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02327,222,0.041037574,81.11111111111111,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02439,223,0.04077419,81.02564102564102,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-03657,224,0.040771224,80.94017094017094,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02524,225,0.04071142,80.85470085470085,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-05007,226,0.03973766,80.76923076923077,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-01296,227,0.03960833,80.68376068376068,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
ESIK-02565,228,0.039393194,80.5982905982906,Orta - %10 ile %20,Yakın izleme listesi,0,0,İflas Etmedi
