row_id,raw_margin
5739,-0.06066780164837837
338,-5.598355770111084
3479,-2.923501968383789
1950,-5.838247299194336
2591,-3.1442627906799316
4835,-5.611800670623779
4567,-5.654730319976807
2339,-6.338282585144043
767,-4.589393615722656
2122,-2.36564302444458
103,-5.908956527709961
2212,-5.541179656982422
2645,-2.5017611980438232
690,-6.470484733581543
4662,-6.376749515533447
1225,-8.153114318847656
3542,-6.963242053985596
5067,-4.925546169281006
2689,-3.9381492137908936
3238,-7.06155252456665
3119,-1.0920593738555908
1163,-4.3866376876831055
5276,-6.936349868774414
64,-6.345304489135742
4015,-5.650040626525879
2821,-3.2461676597595215
2252,-5.258245468139648
728,-5.705251693725586
3101,-5.874685764312744
3553,-4.235320091247559
3274,-2.9327609539031982
5465,-1.0790475606918335
3801,-4.709737777709961
4555,-2.2107725143432617
942,-8.012452125549316
4538,-4.867962837219238
872,-5.6853790283203125
3576,-6.715400695800781
1812,-7.609439373016357
368,-2.5550761222839355
4376,-6.555141925811768
1407,-0.5586459636688232
5355,-3.4780895709991455
5393,-4.016482353210449
4411,-4.785455226898193
1624,-7.127676010131836
3396,-6.514985084533691
2597,-1.8546950817108154
1461,-5.63066291809082
621,-6.032548904418945
2494,-8.941314697265625
2145,-4.938998699188232
1537,-6.185880184173584
4693,-5.055691242218018
5803,4.634880542755127
4726,-3.3165347576141357
4576,-3.4598782062530518
592,-6.120952129364014
1412,-6.062143802642822
413,-5.492308616638184
3413,-6.057000160217285
218,-7.290058612823486
4512,-6.333254337310791
2700,-7.77886962890625
5399,-6.07688570022583
4034,-4.67988920211792
3455,-2.5567843914031982
812,-6.391820430755615
4627,-5.702785015106201
5111,-6.518420696258545
1497,-5.605236530303955
4754,-4.140192031860352
766,-6.312011241912842
5061,-3.2982232570648193
2054,-6.9817938804626465
3663,-6.0452680587768555
3950,-4.43235969543457
4612,-4.383782386779785
5563,-0.2284523844718933
4967,-3.557373285293579
5665,5.253958225250244
892,-8.81664752960205
5505,-2.0029261112213135
2488,-6.8681640625
2227,-7.399551868438721
1778,-6.76822566986084
2388,-6.287131309509277
1096,-6.028083801269531
5021,-7.279493808746338
3489,-2.9744505882263184
3306,-6.729650497436523
1673,-2.359961748123169
5280,-6.326527118682861
243,-3.0345113277435303
3824,-3.9982216358184814
1577,-0.7524349093437195
5481,-2.997189998626709
3597,-2.7466506958007812
2696,-7.416749000549316
1869,-2.034468650817871
3452,-7.135161399841309
5371,-6.539735794067383
1218,-6.961826324462891
1943,-6.095612525939941
587,-4.324132442474365
4886,-3.8909597396850586
1452,-4.898000717163086
1124,-5.425034046173096
2515,-4.762521266937256
4910,-5.577203273773193
2038,3.332674980163574
4505,-5.943531513214111
1165,-6.640893459320068
860,-3.5844686031341553
2882,-3.6750192642211914
2155,-1.3778258562088013
3580,-6.312450885772705
626,-7.28585147857666
372,-7.58298397064209
2949,-2.999147891998291
132,-3.630474805831909
4240,-4.092286586761475
3636,-3.949821949005127
3132,-4.836984634399414
1639,-7.327858924865723
2617,-4.925168991088867
4380,-5.195409297943115
3211,-4.17500638961792
4909,-3.898076057434082
3755,-7.071172714233398
5793,-1.912818193435669
4149,-7.313107013702393
2652,-3.422764301300049
4790,-3.305363655090332
2360,-4.580824851989746
3984,-1.4719370603561401
4221,-7.636430740356445
614,-8.541053771972656
221,-7.033809661865234
5177,-0.17370979487895966
1428,-4.797759532928467
4560,-5.065879821777344
2917,-7.236843585968018
3526,-5.687568187713623
2292,-1.8432152271270752
3108,-5.461999893188477
4016,-6.078155517578125
4460,-0.24408943951129913
1120,-5.393621444702148
2528,-5.720729827880859
207,-8.490926742553711
107,-6.1718950271606445
4065,-7.451083660125732
2393,-8.296807289123535
4931,-2.497403621673584
4520,-5.777933120727539
5659,1.0399446487426758
1292,-5.342674255371094
4398,-6.845813274383545
4131,-3.0612971782684326
572,-6.200990676879883
4527,-4.01377534866333
5814,-4.69411563873291
2571,-1.8064440488815308
1013,-8.487410545349121
5771,2.9091904163360596
3972,-0.8378276228904724
3490,-4.1046247482299805
1049,-5.462420463562012
1697,-6.013636589050293
3256,-6.099824905395508
5414,-3.2664968967437744
4055,-6.0667805671691895
4033,-3.2924118041992188
3794,-5.16992712020874
5400,-1.3054317235946655
4975,-5.553420066833496
3671,-7.894321441650391
1656,-3.026418685913086
498,-6.092392921447754
185,-5.091375350952148
4585,-7.021669864654541
2767,-6.472479820251465
2765,-4.134165287017822
5267,-6.640744686126709
620,-6.77017879486084
908,-8.975578308105469
5823,2.7178354263305664
2103,-3.829237699508667
137,-8.3254976272583
3034,-5.804803848266602
1512,-5.177060127258301
3094,-4.172143936157227
3830,-4.326343059539795
5586,2.7631075382232666
2729,-6.011995792388916
343,-7.96019983291626
5237,-5.856297016143799
3640,-3.8448898792266846
4024,-7.76268196105957
897,-4.398881435394287
2746,-7.129748821258545
2090,-7.477458953857422
3524,-8.868440628051758
1481,-4.142715930938721
1928,-4.481973648071289
1523,-3.4215002059936523
1348,-6.437173366546631
2723,-4.035315036773682
3341,-6.026997089385986
289,-7.492475509643555
5479,2.514681816101074
4352,-4.327700138092041
1734,-8.769777297973633
3976,-6.1255998611450195
944,-6.279233932495117
2039,-4.459519863128662
5441,-7.8793535232543945
4654,-7.117621898651123
4436,-5.464008331298828
4496,-1.6851201057434082
4195,-5.802784442901611
517,-5.397862434387207
5409,-7.911438465118408
2928,-5.653139114379883
4510,-6.633926868438721
4780,-3.392867088317871
4543,-4.520508289337158
3203,-4.320387840270996
3835,-7.698390483856201
3003,-6.783895015716553
4940,-6.348727703094482
367,-8.345709800720215
1556,-2.593475341796875
4685,-5.823899745941162
1836,-5.5400614738464355
2501,-6.179793834686279
556,-1.7676180601119995
4078,-1.027475357055664
2267,-2.1439225673675537
3176,-2.7248902320861816
3614,-6.261096477508545
5528,1.1156578063964844
1352,-5.643732070922852
2315,-6.345502853393555
755,-7.8655595779418945
2066,-0.5018901824951172
3879,-7.599589824676514
3761,-5.496232986450195
1815,-7.122945785522461
2874,-6.947597503662109
2041,-5.746865272521973
4261,-3.3052821159362793
522,-8.376498222351074
5732,0.3795225918292999
2328,-5.096321105957031
3662,-2.249095916748047
3183,-5.129959583282471
759,-4.02629280090332
3017,-4.83388614654541
349,-5.9552106857299805
5070,-6.791380405426025
2280,-4.046449184417725
3776,-5.126448154449463
2736,-5.400274276733398
1760,-2.0768325328826904
568,-7.022266864776611
4156,-7.7176384925842285
161,-6.773066520690918
4291,-6.953486442565918
296,-7.567214012145996
2657,-3.428913116455078
54,-4.867905616760254
519,-5.699700832366943
5531,-0.18326842784881592
1787,-6.001914978027344
3371,-8.513914108276367
4265,-5.686143398284912
5516,0.27421075105667114
4278,-3.441497325897217
3268,-3.665646553039551
3082,-3.7849154472351074
5325,-6.386009693145752
96,-6.733887672424316
3573,-6.340228080749512
398,-1.6411223411560059
5612,-3.5422701835632324
3230,-4.448373317718506
1562,-5.033966064453125
2469,-5.8166351318359375
4572,-6.6842265129089355
2195,-7.058175563812256
3063,-6.939586639404297
5275,-4.707764148712158
3925,-4.231715679168701
1620,-5.260321617126465
4806,-6.19110107421875
3070,-2.032133102416992
2957,-4.474251747131348
2771,-5.637535095214844
4784,-4.775756359100342
3459,-7.265270709991455
1696,-6.0521626472473145
217,-7.475478649139404
3728,-7.340647220611572
3934,-4.691255569458008
5658,-0.5735591053962708
4759,-5.839502811431885
5315,-6.985150337219238
449,-6.62346887588501
5616,-4.719869613647461
3969,-6.911087512969971
3814,1.0184695720672607
5443,1.730005145072937
3134,-5.300914764404297
3911,-6.50377082824707
1860,-5.640785217285156
1224,-5.583611011505127
5684,-0.31309592723846436
2827,-7.600841522216797
4905,-6.0727925300598145
1555,-5.9372239112854
1274,-5.4410080909729
4080,-5.868370532989502
1245,-3.5005812644958496
3353,-3.813772439956665
3827,-5.659331798553467
5720,-5.276111602783203
3502,-5.179650783538818
3184,-4.208436965942383
60,-5.64638614654541
3789,-3.4641337394714355
2322,-6.911773204803467
4092,-2.7167046070098877
426,-6.0480523109436035
4277,-4.502291679382324
4599,-7.275774002075195
1391,-7.074690818786621
1737,-6.413036823272705
3338,-5.507876873016357
2516,-7.706160068511963
5453,0.08014904707670212
2673,-4.673882961273193
3427,-7.792325973510742
1814,-7.310274600982666
5483,-0.9892601370811462
5591,0.36694398522377014
3603,-8.042635917663574
4049,-6.046237468719482
1268,-6.145704746246338
2722,-1.7619478702545166
5533,2.6818535327911377
2245,-2.5624091625213623
970,-5.476994514465332
2199,-4.139918327331543
3451,-4.842870712280273
4609,-5.614458084106445
369,-3.139662027359009
1854,-1.6564422845840454
491,-7.428714752197266
4644,-3.468968391418457
836,-5.065458297729492
4761,-6.1665120124816895
1736,-6.946987152099609
3131,-6.409430503845215
963,-5.772923469543457
933,-5.06358528137207
451,-5.061750888824463
4924,-6.806576728820801
5468,3.6436989307403564
3305,-3.608609199523926
3221,-5.2772369384765625
5767,5.143833637237549
1211,-4.04753303527832
3720,-5.72523832321167
4969,-5.391785621643066
4596,-7.867190837860107
5634,3.5803425312042236
1717,-5.816974639892578
1286,-7.0766472816467285
122,-5.257309913635254
3731,-2.8385777473449707
154,-7.96493673324585
4344,-6.075774192810059
4433,0.23182275891304016
2156,-2.9397995471954346
5203,-4.056907653808594
2667,-4.345048427581787
5349,-6.633289813995361
2061,-6.352250576019287
4694,-2.037971019744873
2146,-2.462825298309326
1518,-5.973900318145752
5555,2.3643534183502197
3328,-4.692963600158691
5550,5.358749866485596
2287,-8.420998573303223
2368,1.6505110263824463
1991,-6.446300029754639
1692,-2.513117551803589
4314,-5.944594383239746
3632,-4.992990016937256
3607,-5.837336540222168
3465,-5.4250874519348145
288,-4.620384693145752
810,-5.279123783111572
4114,-0.8560695052146912
1020,-7.560244083404541
2077,-8.25897216796875
3528,-6.2613630294799805
2405,-5.457977294921875
685,-3.988689661026001
695,-8.228219985961914
2753,-5.868550777435303
4486,-3.709947109222412
768,-4.231081008911133
2169,-4.169171333312988
5503,-3.425769567489624
577,-7.809097766876221
3267,-5.825195789337158
1036,-6.66590690612793
2230,-6.683032989501953
5663,-0.07687109708786011
4155,-5.272344589233398
5780,-2.194657802581787
3079,-2.264334201812744
3356,-4.577896595001221
4913,-3.8330328464508057
4437,-5.747066974639893
2262,-6.717238426208496
1876,-2.2185373306274414
4672,-6.123602867126465
3411,-4.792212009429932
3944,-4.946536064147949
4511,-7.687030792236328
5646,-4.563227653503418
1983,-3.248997449874878
5306,-4.5597615242004395
5312,-1.95358407497406
5840,-2.751345157623291
824,-3.7770302295684814
5410,-4.032621383666992
2294,-4.710691452026367
2298,-5.403728485107422
186,-4.2780585289001465
2188,-7.419689178466797
4351,-4.497359275817871
2778,-8.98877239227295
1228,0.5999349355697632
391,-7.244972229003906
160,-6.0453338623046875
2289,-6.061169147491455
722,-0.8748950958251953
2075,-7.315397262573242
4090,-3.9319374561309814
5697,2.3601701259613037
5706,4.469354152679443
5623,5.428610324859619
4113,-7.43789005279541
3899,-4.89227294921875
1289,-2.32820725440979
5747,2.0733156204223633
5165,-5.96869421005249
2556,-5.170698642730713
3226,-3.5750226974487305
261,-5.623945713043213
2264,-7.4793381690979
1339,-4.673951148986816
2025,-3.544447898864746
2857,-2.5994374752044678
1531,-6.771298885345459
2540,-7.52890682220459
3692,-7.6622161865234375
2431,-7.128032207489014
18,-3.5325515270233154
4843,-6.091555595397949
3807,-4.312745094299316
4470,-8.670445442199707
3821,-7.595431804656982
2082,-5.928576469421387
5193,-2.5368916988372803
2490,-4.080249786376953
1988,1.3975180387496948
4718,-5.115927219390869
5502,4.048998832702637
5426,-5.540515899658203
3276,-4.939499378204346
2165,-7.343786716461182
1617,-3.8681886196136475
5181,-7.014842510223389
1345,-5.3925957679748535
3802,-6.355014801025391
4625,-7.598559856414795
1176,-4.121890068054199
2310,-7.757369518280029
670,-5.248764991760254
3953,-3.7893929481506348
4533,-2.9418933391571045
5243,-6.019702911376953
1226,-7.9573774337768555
1911,-4.284018039703369
5687,-5.564754962921143
628,-6.890122413635254
3136,-5.981087684631348
1922,-7.1807332038879395
918,-6.389496326446533
4198,-6.262296676635742
5230,-2.436729669570923
490,-4.497405052185059
151,-4.015814781188965
280,-3.5326194763183594
306,-5.50347375869751
5527,3.822091817855835
3579,-4.61142110824585
5509,-0.9701080322265625
4821,-5.250059127807617
3652,-7.802396297454834
357,-7.56365966796875
5035,-7.468942165374756
69,-8.32514476776123
566,-7.761428356170654
4982,-2.9206042289733887
2902,-5.982076168060303
2629,-1.2101856470108032
458,-6.993521690368652
3738,-4.497045040130615
3055,-3.800290584564209
763,-1.2814221382141113
431,-5.0304179191589355
1726,-5.175827503204346
4869,-6.404952049255371
2261,-6.61098575592041
5815,-5.443700790405273
3340,-4.852961540222168
305,-3.521207332611084
4321,-6.557705402374268
4150,-7.604430675506592
3971,-5.884800434112549
1527,-3.8717381954193115
2370,-6.608597278594971
4085,-4.0830607414245605
5250,-5.236500263214111
2637,0.3263390362262726
2425,-5.067922115325928
1666,-1.6010019779205322
1209,-6.542433261871338
2115,-4.120631217956543
947,-6.575258731842041
941,-1.08208429813385
4093,-6.566048622131348
1340,-5.692261695861816
1500,-5.208555221557617
1786,-6.609403610229492
5272,-3.9950780868530273
3871,-2.0859177112579346
2525,-6.7871317863464355
3695,-5.741374492645264
1593,-5.139042854309082
2782,-4.775426387786865
1550,-7.197534084320068
4457,-2.689441204071045
4782,-4.850796699523926
4739,-5.604918479919434
4773,-7.101175785064697
3810,-5.322062969207764
1488,-4.649660587310791
4023,-4.3159332275390625
5087,-7.094959735870361
2675,-6.780943870544434
4252,-6.413735866546631
5434,-7.070936679840088
23,-3.468552827835083
75,-6.300850868225098
534,-2.178184986114502
1841,-8.23034954071045
4466,-2.5271780490875244
5422,-6.346717834472656
4721,-7.79612398147583
5683,4.857104301452637
1363,-8.218571662902832
4558,-5.978906631469727
1283,-5.625679969787598
300,-2.1181178092956543
4205,-6.596884727478027
3588,-6.525333881378174
2301,-2.3235116004943848
591,-8.95566463470459
1868,-7.877678871154785
537,-0.14993701875209808
214,-6.956568241119385
1261,-4.462611675262451
1634,-7.034877300262451
689,-6.750577926635742
4677,-2.098292827606201
4720,-6.817979335784912
4707,-3.8416221141815186
5323,-6.776899337768555
1904,-6.637873649597168
378,-6.474769115447998
744,-3.9319584369659424
938,-3.5303800106048584
2492,-8.558876991271973
4322,-3.850123882293701
3372,-4.075301647186279
2804,-5.18434476852417
5328,-4.939728736877441
4723,-5.862958908081055
1739,-6.686145305633545
1432,-6.397119998931885
2026,-7.570504188537598
3991,-6.779634475708008
2801,-5.927742004394531
2648,-7.026103496551514
1870,-5.226076602935791
1525,-5.001254081726074
2939,-4.971246242523193
3394,-2.630260467529297
4871,-3.4464335441589355
2783,-4.5215325355529785
2818,-6.427514553070068
648,-6.6555280685424805
5522,-1.6271893978118896
1015,-6.302380561828613
1862,-7.122788429260254
436,-7.014598846435547
3714,-4.674722194671631
3403,-3.563952684402466
2880,-5.755891799926758
1172,-7.232517242431641
4452,-5.477606773376465
3880,-7.9951982498168945
5205,-6.836757183074951
283,-5.891034126281738
2384,-3.022195339202881
1251,-4.0808634757995605
1443,-3.59370756149292
2175,-7.34169340133667
5302,-4.449391841888428
1694,-5.573588848114014
4363,-5.399839401245117
4715,-3.3511884212493896
4703,-4.875613212585449
2004,-5.513467788696289
1709,-6.328623294830322
1618,-4.948283672332764
2897,-5.896856784820557
1965,-7.901031494140625
5819,-0.7018604278564453
2529,-6.7408833503723145
17,-5.405529022216797
3278,-1.100799322128296
3670,-4.09273624420166
5469,-0.9657206535339355
1390,-6.293483734130859
5500,2.3701303005218506
2432,-1.757007122039795
1951,-3.2774999141693115
4657,-6.209449768066406
1323,-3.73953914642334
1877,-1.9354517459869385
4030,-5.127358913421631
326,-6.817358016967773
1418,-5.699452877044678
3155,-1.8454958200454712
2950,-1.0215994119644165
464,-5.875434398651123
3598,-6.1037821769714355
5022,-6.187719345092773
5401,-2.9872360229492188
2126,-7.046950817108154
4673,-5.220852851867676
4893,-5.857621669769287
4290,-5.365744113922119
3231,-5.025640487670898
535,-5.035379886627197
849,-7.599809646606445
2820,-6.18431282043457
3578,-7.765988349914551
719,-5.897457122802734
1538,-7.891265869140625
3307,-4.526809215545654
4235,-6.108748912811279
3449,-4.986958026885986
2585,-8.353164672851562
716,-3.5270614624023438
4898,-6.696784973144531
2378,-6.888216495513916
1395,-5.775752067565918
3024,-6.154842376708984
5759,3.612807273864746
1879,-1.1943930387496948
1373,-7.242713451385498
940,-4.523959636688232
3498,-5.8945841789245605
4286,-7.143967151641846
2172,-5.409763813018799
2681,-4.569510459899902
1121,-6.06523323059082
1574,-6.227221965789795
1192,-4.661462783813477
5002,-5.737275123596191
4954,-7.386834621429443
4297,-4.912712574005127
2860,-5.396105766296387
1210,-4.789473533630371
2993,-2.2664971351623535
2577,-4.594625473022461
1084,-7.365965843200684
2441,-3.723050832748413
4947,-5.342160224914551
4440,-7.387639045715332
4382,-6.309962749481201
4575,-4.631917953491211
2042,-6.479742050170898
4928,-7.353889465332031
2714,-4.879333019256592
4370,-5.013909339904785
3322,-4.5877251625061035
2922,-4.535227298736572
2326,-6.233919620513916
5059,-4.986871242523193
4562,-6.427406311035156
1752,-4.225691795349121
4284,-7.27886962890625
542,-6.681900501251221
4724,-3.7926549911499023
1068,-4.7002716064453125
3021,-6.77923059463501
2632,-3.9581525325775146
484,-7.908236503601074
5114,-4.434781074523926
5474,1.5597789287567139
837,-7.717746257781982
2189,-4.4939045906066895
3933,-6.710714340209961
1221,-4.787840366363525
4994,-7.797011852264404
1493,-7.835576057434082
2967,-5.721405029296875
5245,-7.029056549072266
5098,-5.369809627532959
2859,-3.2152116298675537
2101,-5.265628337860107
5836,5.0205278396606445
2560,-7.253305435180664
5241,-4.725386619567871
1230,-2.2445666790008545
2097,-4.391560077667236
1519,-6.7597126960754395
2664,-3.791452646255493
5343,-6.256577491760254
48,-4.444211483001709
663,-5.568310260772705
3103,-2.9483606815338135
3386,-0.23965685069561005
2111,-4.692483425140381
2688,-7.062097072601318
1732,-5.166368007659912
337,-4.8174848556518555
5549,-5.065053939819336
1658,-2.967345952987671
2444,-5.003215789794922
4997,-7.151843070983887
472,-5.44755220413208
2705,-2.610834836959839
388,-6.609777450561523
1017,-7.911454677581787
964,-8.213547706604004
966,-8.600118637084961
2142,-6.173643112182617
4296,-5.854933738708496
937,-7.69639778137207
705,-2.021563768386841
259,-6.251370429992676
6,-6.971940517425537
2595,-4.964264392852783
4859,-2.37207293510437
740,-1.9214625358581543
403,-6.068537712097168
776,-5.607943534851074
2443,-4.856380939483643
3380,-7.431653022766113
5389,-5.877845764160156
550,-4.5195512771606445
4138,-6.854541301727295
4865,-4.509175777435303
4388,-5.181474208831787
3584,-6.3253631591796875
5120,-5.699191570281982
1343,-1.5178043842315674
5207,-5.377508640289307
4020,-5.8522539138793945
808,-4.7228922843933105
2123,-6.552655220031738
1992,-6.064329624176025
2380,-5.061433792114258
4514,-1.700933814048767
3649,-7.533827304840088
5162,-4.833523273468018
5490,-2.294909715652466
3912,-5.909336090087891
743,-6.383792877197266
2144,-4.313281536102295
4099,-5.366513729095459
2021,-0.8365317583084106
226,-3.9738826751708984
4885,-6.702461242675781
925,-1.6166861057281494
2221,-2.994044780731201
1361,-8.033327102661133
416,-4.818567752838135
1028,-5.513640403747559
407,-3.6632866859436035
4060,-6.795590400695801
503,-2.761234760284424
383,-7.014194965362549
3195,-5.739139080047607
3241,0.30087828636169434
1851,-4.863925457000732
1729,-5.964023113250732
5010,-6.861330509185791
3247,-7.190851211547852
787,-6.911117076873779
73,-6.882506847381592
5385,-2.4589309692382812
710,-5.484025955200195
2594,-5.974214553833008
910,-4.616761684417725
1964,-3.381345272064209
2418,-6.779128551483154
4336,-6.8336710929870605
4680,-5.078968524932861
2092,-3.696986198425293
4324,-7.0252766609191895
5405,-6.6906585693359375
2134,-8.313441276550293
5825,3.525265693664551
4972,-2.9996049404144287
3344,-4.633481025695801
820,-6.005383491516113
3138,-3.5831820964813232
3795,-5.76680326461792
3409,-4.277510166168213
5025,-5.642602443695068
2417,-7.558969974517822
5731,2.2749154567718506
374,-6.11972188949585
4700,-6.87680196762085
816,-6.5309953689575195
39,-5.410664081573486
2202,-7.400508403778076
3135,-6.287252902984619
5185,1.3996037244796753
4267,-4.80694055557251
2504,-7.56156587600708
292,-6.728318691253662
5451,-2.038046360015869
2553,-4.4391770362854
996,0.32699933648109436
3090,-6.1843671798706055
4396,-5.297187328338623
3010,-0.42001864314079285
4482,-4.933436393737793
3645,-7.526040554046631
1987,-3.8986940383911133
904,-3.8746728897094727
3383,-5.257081031799316
4541,-6.613099575042725
1628,-6.367222309112549
5743,-1.3187880516052246
2550,-1.5114332437515259
5548,-2.8201112747192383
5048,-3.414729356765747
982,-4.314153671264648
5804,-1.5314662456512451
333,-0.8473381996154785
4441,-4.877392292022705
4603,-7.41144323348999
3918,-7.399172782897949
408,-5.8099212646484375
4629,-0.050562914460897446
4226,-7.564230918884277
1544,-7.228145122528076
1536,-4.97286319732666
2534,-4.385982990264893
4391,-7.065623760223389
463,-6.15321683883667
5395,-3.954775810241699
3845,-5.677271366119385
2851,-7.194453716278076
2313,-5.271851539611816
785,-6.579190731048584
1915,-4.8939666748046875
4157,-6.820538520812988
898,-6.659357070922852
1793,-6.581997394561768
1723,-7.636034965515137
4421,-5.211907386779785
3669,-5.299983024597168
2344,-2.265989065170288
3191,-6.3611016273498535
2284,-5.9665021896362305
4220,-8.480186462402344
4501,-8.630823135375977
335,1.51985764503479
2040,-3.5069777965545654
5291,-4.465224742889404
1975,-5.7685546875
2,-7.677708148956299
5473,2.369675636291504
329,-6.267557144165039
1770,-3.925037145614624
3333,-7.467538356781006
5124,-5.639133930206299
1931,-2.3993146419525146
3346,-2.1524219512939453
2283,-2.5511255264282227
1962,-6.873357772827148
638,-7.504602909088135
3389,-6.172119140625
781,-5.438920021057129
1142,-5.761608600616455
4190,-6.823808670043945
923,-5.465610980987549
5513,-2.16227650642395
401,-4.635850429534912
752,-6.2225213050842285
2186,-6.521740436553955
5144,-7.790084362030029
5141,-7.766629219055176
2312,-4.884212970733643
1441,-5.169368743896484
1135,-5.837664604187012
1367,-5.920285224914551
5352,-3.5562472343444824
201,-1.420419692993164
2192,-6.585786819458008
3450,-4.505780220031738
5297,-5.382973670959473
3541,-4.03217077255249
5391,-7.219606876373291
3736,-4.0688042640686035
4802,-7.446812152862549
3886,-1.5418634414672852
4039,-3.995089530944824
5005,-6.120285987854004
2614,-6.616547584533691
5262,-0.9853289127349854
5699,2.731372356414795
5512,-3.993460178375244
4177,-7.577234745025635
3732,-7.450231075286865
5138,-4.296357154846191
606,-4.69327974319458
2855,-4.986791133880615
4327,-5.190271854400635
4334,-6.901233196258545
1171,-5.54116678237915
4186,-6.935298919677734
3415,-3.328488349914551
5748,-1.0325084924697876
2618,1.201715111732483
461,-5.7781267166137695
3112,-2.725210189819336
2473,-2.634103298187256
293,-7.225770950317383
1123,-2.8748295307159424
2057,-0.8868736624717712
1690,-4.1780009269714355
1065,-7.344685077667236
1547,-5.157161235809326
104,-5.498719692230225
969,-4.439327239990234
4245,-5.9807844161987305
4622,-6.664734840393066
3757,-5.905039310455322
5195,-5.250307559967041
3185,-7.700590133666992
3224,-4.96098518371582
3126,-4.9208526611328125
2049,-6.303361415863037
250,-6.734340667724609
961,-7.682321071624756
1929,-4.643150806427002
184,-3.745800256729126
5030,-3.8948049545288086
822,-0.4480314552783966
4137,-6.654807090759277
5446,3.84175443649292
124,-6.10488224029541
1429,-5.809744834899902
612,-7.704397201538086
4642,-4.914717197418213
4213,-6.754318714141846
1510,-5.68779993057251
5057,-5.8029093742370605
220,-7.753147125244141
2692,-6.25662088394165
1273,-1.5852147340774536
3888,-8.249472618103027
3187,-6.9441728591918945
869,-8.071052551269531
459,-6.463368892669678
3686,-6.131402969360352
3508,-7.348415374755859
2576,-2.052884578704834
