COMPANY_ID,xgboost_score,xgboost_rank,xgboost_probability,actual,xgboost_in_top10,lightgbm_score,lightgbm_rank,lightgbm_probability,lightgbm_in_top10,review_difference
ESIK-00489,0.0021943424,806,0.0047422122160943,0,False,1.1919877801718029e-07,595,0.0120129694043046,False,neither
ESIK-00493,0.003830434,632,0.0073416494208193,0,False,3.4200625733814744e-08,756,0.0084635896014151,False,neither
ESIK-00500,0.0008765198,1034,0.0023066123635364,0,False,7.062701323273423e-09,994,0.0054294529401371,False,neither
ESIK-00502,0.003129778,697,0.0062659176918797,0,False,3.3469948292818255e-08,763,0.0084123881752477,False,neither
ESIK-00504,0.00044695547,1135,0.0013585365032435,0,False,2.657937137851429e-09,1084,0.0041215232871077,False,neither
ESIK-00515,0.0007902353,1055,0.0021262215942685,0,False,8.63044145666607e-10,1148,0.0029999752668988,False,neither
ESIK-00529,0.005797959,557,0.0101601337017506,0,False,1.0679498513943824e-08,938,0.0061002887763252,False,neither
ESIK-00531,0.00079933414,1050,0.0021454368991293,0,False,4.517632363591993e-09,1037,0.0047868089296193,False,neither
ESIK-00538,0.0068924213,510,0.0116338380288983,0,False,2.518769689550209e-07,500,0.0148078257652536,False,neither
ESIK-00539,0.0007356728,1073,0.0020099710944647,0,False,8.894791331416375e-09,967,0.0057940261155578,False,neither
ESIK-00543,0.0023604229,785,0.0050216849666442,0,False,2.30844194538531e-07,512,0.0144516437646096,False,neither
ESIK-00544,0.0025953837,760,0.0054099137136517,0,False,1.857635703429701e-08,851,0.0071289448251197,False,neither
ESIK-00551,0.10567415,149,0.0987243847764383,0,False,1.335062434945739e-07,574,0.0124002453321879,False,neither
ESIK-00558,0.0027628161,741,0.0056819034383921,0,False,5.954331246244461e-10,1156,0.0027012745994138,False,neither
ESIK-00561,0.0034603241,662,0.0067793084457183,0,False,2.4650826377757584e-08,807,0.0077194199556828,False,neither
ESIK-00571,0.0009944461,999,0.0025471131589139,0,False,2.5916263585323723e-09,1087,0.0040922420747467,False,neither
ESIK-00573,0.006185971,538,0.0106890378168772,0,False,3.072003481166395e-07,470,0.0156514668959362,False,neither
ESIK-00576,0.0007731591,1062,0.0020900303626611,0,False,2.832508421371941e-09,1079,0.004196175918391,False,neither
ESIK-00586,0.010039332,415,0.0156164517890448,0,False,3.5650206012224205e-06,261,0.0308657065049527,False,neither
ESIK-00605,0.021921543,285,0.0287584212606339,0,False,9.930281292839813e-07,355,0.021690527674118,False,neither
ESIK-00607,0.0062100966,536,0.0107216797499405,0,False,2.618341178808185e-07,495,0.0149689576313975,False,neither
ESIK-00608,0.0012181324,959,0.0029872404669975,0,False,2.8108411576628744e-07,484,0.0152682822180838,False,neither
ESIK-00610,0.000465742,1127,0.001403230794561,0,False,2.4747167642223943e-09,1092,0.00403927807547,False,neither
ESIK-00613,0.0011063642,980,0.0027697255079198,0,False,1.23174866263518e-08,922,0.0063504104306118,False,neither
ESIK-00615,0.0014744427,909,0.0034706301496982,0,False,4.02609554255312e-08,735,0.0088604830520202,False,neither
ESIK-00616,0.010137945,411,0.0157363506231766,0,False,2.855349722110663e-06,272,0.0290386616414996,False,neither
ESIK-00622,0.0011256379,976,0.0028075606987283,0,False,7.528290729694289e-08,645,0.0105617142345419,False,neither
ESIK-00625,0.003596508,650,0.0069876785252048,0,False,2.3488083315128518e-08,813,0.0076152484676797,False,neither
ESIK-00633,0.0030508603,703,0.0061416374510411,0,False,7.315735288623955e-08,655,0.010477238666158,False,neither
ESIK-00637,0.0005817484,1110,0.0016713197130733,0,False,7.371402054689208e-10,1152,0.0028692520624758,False,neither
ESIK-00653,0.000596559,1107,0.0017046757198988,0,False,2.150302798379057e-09,1104,0.0038822134832916,False,neither
ESIK-00659,0.023298342,278,0.0301603185231994,0,False,7.629848821461524e-07,378,0.0201612811311823,False,neither
ESIK-00662,0.003884864,630,0.0074233273058782,0,False,3.9852674325252295e-09,1046,0.0046204925295051,False,neither
ESIK-00673,0.0027860738,738,0.0057193974845624,0,False,2.3216781530805262e-08,815,0.0075904092683088,False,neither
ESIK-00674,0.45888877,81,0.3406125657318876,0,True,0.0138033949424406,88,0.2494084835917782,True,both
ESIK-00678,0.013588323,360,0.0197885071567255,0,False,5.195144328966646e-07,414,0.0181185375101462,False,neither
ESIK-00700,0.20648776,116,0.1693517471987207,0,True,0.0004605328667507,123,0.1121354086787866,False,xgboost_only
ESIK-00702,0.0011106156,979,0.0027780831385115,0,False,3.1850398042334263e-09,1068,0.0043373846030469,False,neither
ESIK-00708,0.0022331073,799,0.0048078423910936,0,False,1.0008582906354089e-07,616,0.0114391843411852,False,neither
ESIK-00709,0.0023965335,781,0.0050818775497498,0,False,2.0640605040847256e-08,834,0.0073434291070614,False,neither
ESIK-00745,0.20049886,118,0.1653006124321161,0,False,0.0001018957957909,143,0.0760929008958427,False,neither
ESIK-00747,0.0014103343,920,0.0033515550201837,0,False,7.663440110803012e-09,988,0.0055558069153359,False,neither
ESIK-00748,0.0026735577,747,0.0055373652939657,0,False,3.4947223598710075e-08,754,0.0085150978711391,False,neither
ESIK-00753,0.007003152,508,0.0117799564346,0,False,2.2564936866966986e-07,515,0.0143600696421463,False,neither
ESIK-00757,0.0007852337,1059,0.0021156388615941,0,False,8.177326928800223e-10,1150,0.0029546121023886,False,neither
ESIK-00760,0.40361026,88,0.3019321338789093,0,True,0.0011845861456214,109,0.1417062573898478,True,both
ESIK-00771,0.0004728729,1126,0.0014200939454695,0,False,7.807172948749525e-10,1151,0.0029161947220319,False,neither
ESIK-00778,0.014644735,345,0.0209815309913714,0,False,1.9948903155721774e-07,529,0.0138741408252845,False,neither
ESIK-00788,0.008880361,448,0.014187005718489,0,False,7.353380903750169e-08,653,0.010492328175559,False,neither
ESIK-00789,0.008862718,450,0.0141649397733633,0,False,4.7033309276789206e-07,421,0.017623922267567,False,neither
ESIK-00792,0.003329256,680,0.0065770739579239,0,False,2.3980107468752736e-08,810,0.0076597732789907,False,neither
ESIK-00793,0.0009857039,1003,0.0025295035581858,0,False,1.59092666403946e-08,878,0.0068247170577573,False,neither
ESIK-00801,0.0018913075,842,0.0042200357630355,0,False,1.4427558058007053e-08,892,0.0066394875852695,False,neither
ESIK-00802,0.0001875485,1168,0.0006862646708296,0,False,1.3276715651432303e-10,1169,0.0017672253802346,False,neither
ESIK-00804,0.09016246,155,0.0870713214830561,0,False,7.620932147681452e-06,227,0.0379983676551404,False,neither
ESIK-00811,0.022840854,281,0.0296965588545969,0,False,9.227993669508292e-07,359,0.021253840698874,False,neither
ESIK-00814,0.015007783,341,0.021387103104193,0,False,1.9948756462318542e-06,297,0.0263065549446019,False,neither
ESIK-00818,0.30227625,101,0.233419074223608,0,True,9.896392574455358e-06,217,0.0407992724779685,False,xgboost_only
ESIK-00821,0.18374817,122,0.1539078263791974,0,False,6.20562699781294e-05,156,0.0667827664146966,False,neither
ESIK-00825,0.017912721,311,0.0245595966395054,0,False,6.335397978473133e-06,235,0.0361302901838206,False,neither
ESIK-00835,0.059042584,182,0.0624129651931128,0,False,6.65476956619337e-06,234,0.0366187772890906,False,neither
ESIK-00839,0.06722114,170,0.0691009523090499,0,False,6.016146283495182e-06,238,0.0356234937663201,False,neither
ESIK-00842,0.019716663,298,0.0264721441371364,0,False,1.3348819954147713e-05,204,0.0442502587078013,False,neither
ESIK-00851,0.012278236,378,0.0182801487478901,0,False,8.284347595737754e-08,636,0.0108488995897,False,neither
ESIK-00852,0.015519129,332,0.0219547059639421,0,False,5.853805683859982e-07,402,0.0187302055230019,False,neither
ESIK-00855,0.0028082565,736,0.0057550953188969,0,False,5.5284459242416936e-08,686,0.0096854767579668,False,neither
ESIK-00862,0.0014220332,918,0.0033733703741868,0,False,1.829240839711141e-07,541,0.0135420380626043,False,neither
ESIK-00864,0.029520754,260,0.0362880455443726,0,False,1.7020110830580207e-05,193,0.0472551979744509,False,neither
ESIK-00873,0.2172529,114,0.1766096596873785,0,True,0.5660893989101743,62,0.5456887366865466,True,both
ESIK-00875,0.0032538706,688,0.0064599736639086,0,False,1.241633229574733e-08,919,0.0063647181797249,False,neither
ESIK-00882,0.011909387,383,0.0178492050419864,0,False,9.12761708516752e-07,362,0.0211894662734364,False,neither
ESIK-00884,0.0008944622,1031,0.0023436332157565,0,False,2.26397214819194e-08,821,0.0075368719537906,False,neither
ESIK-00887,0.00076508266,1063,0.0020728535157073,0,False,3.242369654593653e-09,1067,0.0043592706310664,False,neither
ESIK-00889,0.010113585,413,0.0157067553367884,0,False,3.025573261633803e-07,471,0.0155851185261269,False,neither
ESIK-00891,0.0014613952,911,0.0034464877075861,0,False,1.1881899253850703e-07,596,0.0120022413443834,False,neither
ESIK-00894,0.00072911306,1076,0.0019958725382827,0,False,1.0471277792299407e-09,1142,0.0031683841504021,False,neither
ESIK-00895,0.014879304,342,0.0212438260788606,0,False,1.15034691887365e-07,599,0.0118939641566912,False,neither
ESIK-00905,0.0018298808,854,0.0041120502980876,0,False,4.677471635607632e-09,1034,0.0048339756065593,False,neither
ESIK-00911,0.00073830114,1071,0.0020156127946367,0,False,1.5246192706998299e-09,1121,0.0035230451378833,False,neither
ESIK-00915,0.00052325346,1117,0.0015377357319456,0,False,3.949595305232185e-09,1047,0.0046087893660969,False,neither
ESIK-00920,0.017768519,312,0.0244049303814941,0,False,2.1642492090943142e-08,823,0.0074419866159087,False,neither
ESIK-00927,0.00014783366,1169,0.0005691275380497,0,False,2.8101663230263566e-10,1166,0.0021846750323521,False,neither
ESIK-00929,0.011256931,394,0.0170796217463184,0,False,1.3186787880214457e-05,206,0.0441041284795318,False,neither
ESIK-00930,0.0057997624,556,0.010162609499648,0,False,1.5398310194175735e-06,314,0.0244912025210491,False,neither
ESIK-00932,0.002365299,784,0.005029824456788,0,False,1.6922037177340164e-08,868,0.00694428200051,False,neither
ESIK-00934,0.0011551616,970,0.0028652476641287,0,False,2.0607628748614017e-08,835,0.0073401270895139,False,neither
ESIK-00945,0.013529953,361,0.0197220062710063,0,False,4.6503927207283726e-07,423,0.0175684750332135,False,neither
ESIK-00948,0.0006036694,1105,0.0017206260408568,0,False,6.173981882210202e-09,1005,0.0052274990763116,False,neither
ESIK-00962,0.058097113,184,0.0616280125790212,0,False,2.3933224934881582e-05,178,0.051799277205523,False,neither
ESIK-00975,0.008458511,463,0.0136567129290857,0,False,2.521035751247521e-07,499,0.0148115437350891,False,neither
ESIK-00980,0.0008391688,1039,0.0022290164176828,0,False,1.4604718465640714e-10,1168,0.001815528646131,False,neither
ESIK-00984,0.01373177,358,0.0199516715970322,0,False,1.6061426796521005e-06,311,0.0247782753572867,False,neither
ESIK-00987,0.010957944,399,0.0167237036559795,0,False,5.078855545780683e-07,415,0.0180047645343673,False,neither
ESIK-00994,0.0041159643,622,0.0077673960506633,0,False,2.3491413505381938e-07,508,0.0145223504188472,False,neither
ESIK-00999,0.036679648,235,0.0429994208216645,0,False,8.256473415599035e-07,374,0.020607894938493,False,neither
ESIK-01008,0.00038525037,1146,0.0012087682074872,0,False,1.2541782434927647e-09,1132,0.0033340361593627,False,neither
ESIK-01011,0.00097467046,1007,0.0025072305204592,0,False,3.2755329701344123e-09,1065,0.0043718041487721,False,neither
ESIK-01014,0.00014329607,1170,0.0005553413521471,0,False,9.754073058221484e-11,1170,0.0016196149371086,False,neither
ESIK-01022,0.0006056767,1104,0.0017251215867445,0,False,7.666590674798952e-09,987,0.0055564504614584,False,neither
ESIK-01025,0.00093405443,1021,0.0024247656010377,0,False,8.523931691371125e-09,972,0.0057249210650533,False,neither
ESIK-01030,0.0018729799,846,0.0041878971022738,0,False,4.9547461696512815e-08,704,0.0093921810535855,False,neither
ESIK-01032,0.010934377,400,0.0166955597763468,0,False,2.3486306019037064e-06,286,0.0275178153147,False,neither
ESIK-01040,0.00081563415,1046,0.0021797427092801,0,False,1.64506033215647e-08,870,0.0068892863291279,False,neither
ESIK-01045,0.046609413,208,0.0518609106590362,0,False,9.524639396751608e-07,356,0.0214411533205234,False,neither
ESIK-01047,0.002876918,728,0.0058652055715112,0,False,2.8227694346110892e-08,792,0.008019143624938,False,neither
ESIK-01050,0.40889287,87,0.3055768224213229,0,True,0.0069287431526301,94,0.2143256285607397,True,both
ESIK-01053,0.0025293615,769,0.0053016246801534,0,False,2.0312911456127824e-09,1107,0.0038203171298244,False,neither
ESIK-01055,0.00028157115,1160,0.0009446716325324,0,False,5.768335861223252e-09,1011,0.0051283032287214,False,neither
ESIK-01059,0.014151662,351,0.0204271390184617,0,False,1.0329365680689325e-07,611,0.0115407199292532,False,neither
ESIK-01063,0.08675231,159,0.0844616877621665,0,False,1.9033018341043594e-05,187,0.0487019195441699,False,neither
ESIK-01077,0.010040754,414,0.0156181823474761,0,False,1.7350124831131022e-08,863,0.0069932726650154,False,neither
ESIK-01091,0.008818383,451,0.0141094478115172,0,False,5.225455708331837e-07,413,0.0181478885493764,False,neither
ESIK-01099,0.00045190364,1132,0.0013703469386565,0,False,3.9749814300877245e-10,1163,0.0024097116735851,False,neither
ESIK-01108,0.005426241,570,0.0096461267691033,0,False,7.965439621421343e-08,639,0.0107301745024397,False,neither
ESIK-01112,0.00044907033,1134,0.0013635876639454,0,False,1.518351046310026e-08,886,0.0067356183194207,False,neither
ESIK-01125,0.6446281,62,0.4844404179910945,0,True,0.5431448084059013,63,0.5391546891839765,True,both
ESIK-01126,0.0014779198,908,0.0034770560696401,0,False,1.4968564563336802e-09,1123,0.0035048103167245,False,neither
ESIK-01144,0.01305595,370,0.0191796055020657,0,False,7.8217323980505e-07,376,0.0203007924641296,False,neither
ESIK-01148,0.018901573,301,0.0256129656460882,0,False,7.086057766579214e-07,383,0.0197515135900812,False,neither
ESIK-01152,0.0007946391,1054,0.0021355278062599,0,False,1.3023720378300692e-09,1130,0.0033697302804041,False,neither
ESIK-01154,0.0026690708,748,0.0055300720223028,0,False,1.819948272996824e-08,853,0.0070879521368295,False,neither
ESIK-01157,0.0005232422,1118,0.0015377098070604,0,False,1.0793649192030951e-08,937,0.0061185827498551,False,neither
ESIK-01162,0.008227129,474,0.0133633940838465,0,False,8.539125433879017e-08,631,0.0109413979358914,False,neither
ESIK-01173,0.004620663,598,0.0085046101399438,0,False,1.5795399181910468e-08,879,0.0068109343418758,False,neither
ESIK-01175,0.024317974,276,0.0311868383198888,0,False,6.622518948013907e-07,389,0.0193837364873905,False,neither
ESIK-01179,0.0018029227,858,0.004064412680117,0,False,4.4834938507417454e-08,720,0.0091323132571256,False,neither
ESIK-01180,0.008310955,471,0.0134698656418836,0,False,2.8250336187617453e-08,790,0.0080209511897791,False,neither
ESIK-01182,0.0045527155,601,0.0084064240782593,0,False,2.976401982908429e-08,781,0.0081394931703576,False,neither
ESIK-01184,0.0009099924,1027,0.0023755479108359,0,False,3.6900085970577472e-09,1056,0.0045212500873504,False,neither
ESIK-01188,0.00081499276,1047,0.0021783957163553,0,False,2.8237897180580527e-08,791,0.0080199582766181,False,neither
ESIK-01196,0.00021506543,1165,0.0007642833646416,0,False,5.10660721112827e-10,1160,0.0025865320068029,False,neither
ESIK-01197,0.0013773344,929,0.0032898071353347,0,False,2.885435927532946e-09,1077,0.0042181541777691,False,neither
ESIK-01198,0.0014081071,921,0.0033473976219359,0,False,2.443322029282056e-09,1093,0.004024749617699,False,neither
ESIK-01203,0.0018440499,850,0.0041370278336523,0,False,1.9758273575216403e-08,845,0.0072537347633169,False,neither
ESIK-01206,0.08697582,158,0.0846333132595198,0,False,7.270621580027688e-05,151,0.0696350762209494,False,neither
ESIK-01212,0.009362951,440,0.0147869173365975,0,False,1.2659649049502973e-07,581,0.0122171709960768,False,neither
ESIK-01213,0.0023569681,786,0.0050159157206689,0,False,1.2852242233420698e-08,915,0.0064268544116738,False,neither
ESIK-01239,0.016172003,320,0.0226734682951602,0,False,0.0001042705475419,142,0.0765531795131934,False,neither
ESIK-01242,0.00085159193,1038,0.002254906171806,0,False,9.535209207772766e-10,1146,0.0030856695734062,False,neither
ESIK-01243,0.011172466,395,0.0169792877033649,0,False,5.92358856361152e-07,400,0.0187920242188078,False,neither
ESIK-01252,0.0037233022,642,0.0071801418532211,0,False,5.51579663419887e-08,687,0.0096792527780133,False,neither
ESIK-01254,0.0009102689,1026,0.0023761153220522,0,False,2.823180336130639e-09,1080,0.0041922718677897,False,neither
ESIK-01255,0.0005864984,1108,0.0016820372501379,0,False,5.20005012882301e-08,698,0.0095204402308859,False,neither
ESIK-01257,0.0023231714,790,0.0049593808952132,0,False,1.250047563319732e-08,917,0.0063768332893369,False,neither
ESIK-01262,0.021638377,288,0.0284677303147117,0,False,2.491138562477684e-07,502,0.0147622945852593,False,neither
ESIK-01266,0.0056389747,563,0.0099412017805385,0,False,2.0105261363794967e-08,842,0.0072893460127111,False,neither
ESIK-01271,0.0029403584,720,0.0059664352302772,0,False,2.406778927609993e-07,506,0.0146209799413804,False,neither
ESIK-01276,0.00033711392,1156,0.0010883402493247,0,False,8.042302179443621e-09,981,0.005631866804899,False,neither
ESIK-01277,0.001461135,912,0.0034460057450091,0,False,4.194989873094189e-09,1040,0.0046878153266502,False,neither
ESIK-01278,0.00034696984,1154,0.0011132825017878,0,False,1.1375235562492448e-09,1137,0.0032433611170255,False,neither
ESIK-01280,0.00435956,608,0.0081255395916522,0,False,1.455870997089307e-07,561,0.0127044881093773,False,neither
ESIK-01282,0.0013668955,930,0.0032702080147883,0,False,1.4072741058928084e-08,899,0.0065931119681471,False,neither
ESIK-01287,0.049824227,200,0.0546403887228462,0,False,4.010547508393013e-06,253,0.0318796537526598,False,neither
ESIK-01293,0.005189275,575,0.0093144437054078,0,False,1.3840441877221637e-08,902,0.0065622916253695,False,neither
