COMPANY_ID,RISK_RANK,RISK_SCORE,CALIBRATED_PROBABILITY,ANALYST_REVIEW
ESIK-05299,106,0.26946723,0.2115386804657776,1
ESIK-05166,107,0.267688,0.2103523764045201,1
ESIK-00448,108,0.257397,0.2034883875423733,1
ESIK-03009,109,0.2506047,0.1989544660540982,1
ESIK-01688,110,0.2430374,0.1938983466206906,1
ESIK-03439,111,0.23524381,0.1886839936031197,1
ESIK-04473,112,0.22882771,0.1843846576291052,1
ESIK-05551,113,0.22846873,0.1841439108433117,1
ESIK-00873,114,0.2172529,0.1766096596873785,1
ESIK-03323,115,0.21534218,0.1753235069543331,1
ESIK-00700,116,0.20648776,0.1693517471987207,1
ESIK-05597,117,0.20226178,0.1664942103035247,1
ESIK-00745,118,0.20049886,0.1653006124321161,0
ESIK-05063,119,0.1982939,0.1638063689299287,0
ESIK-05157,120,0.18594272,0.1554062249591805,0
ESIK-02848,121,0.18440963,0.1543596591278639,0
ESIK-00821,122,0.18374817,0.1539078263791974,0
ESIK-03137,123,0.18199947,0.1527124927588972,0
ESIK-02563,124,0.17921938,0.1508095012996855,0
ESIK-05511,125,0.17390521,0.147162620840441,0
ESIK-03144,126,0.1738562,0.1471289288352691,0
ESIK-01598,127,0.16055912,0.1379436602113737,0
ESIK-05106,128,0.15237549,0.1322423395239089,0
ESIK-04259,129,0.15210474,0.1320530165820207,0
ESIK-03466,130,0.14492074,0.1270121507035736,0
ESIK-05764,131,0.13634908,0.1209499973814355,0
ESIK-05768,132,0.13482438,0.1198657897024932,0
ESIK-02407,133,0.12674028,0.1140849830062338,0
ESIK-00089,134,0.12602066,0.1135676332366934,0
ESIK-05641,135,0.12538637,0.1131112448829745,0
ESIK-03507,136,0.124225825,0.112275211713454,0
ESIK-03102,137,0.123149976,0.1114990741701419,0
ESIK-01322,138,0.122927934,0.1113387563994583,0
ESIK-04771,139,0.12272488,0.1111921007617367,0
ESIK-04613,140,0.12257052,0.1110805943653506,0
ESIK-03347,141,0.118905686,0.1084262565337663,0
ESIK-03630,142,0.117943846,0.1077274082204124,0
ESIK-01689,143,0.117371805,0.107311318338152,0
ESIK-03734,144,0.11554881,0.1059830699363617,0
ESIK-01504,145,0.110426016,0.1022313306434478,0
ESIK-05287,146,0.11019187,0.1020591467000637,0
ESIK-04695,147,0.10868287,0.10094796774846,0
ESIK-03321,148,0.10643958,0.0992911187386231,0
ESIK-00551,149,0.10567415,0.0987243847764383,0
ESIK-01833,150,0.102847934,0.0966255386819079,0
ESIK-03906,151,0.10219817,0.0961415655564743,0
ESIK-03378,152,0.09724929,0.0924369927450233,0
ESIK-03376,153,0.09436764,0.0902641850264392,0
ESIK-04621,154,0.0938441,0.0898681372359572,0
ESIK-00804,155,0.09016246,0.0870713214830561,0
ESIK-03064,156,0.08905656,0.0862270873779033,0
ESIK-04753,157,0.08792019,0.0853575454597527,0
ESIK-01206,158,0.08697582,0.0846333132595198,0
ESIK-01063,159,0.08675231,0.0844616877621665,0
ESIK-00012,160,0.08610522,0.0839643319472235,0
ESIK-03916,161,0.08021592,0.0794042716968853,0
ESIK-02438,162,0.079772756,0.0790585762138929,0
ESIK-03585,163,0.07626328,0.0763076335306905,0
ESIK-00098,164,0.07334808,0.0740036709844577,0
ESIK-01359,165,0.07241564,0.0732629629679718,0
ESIK-05518,166,0.0720741,0.0729911763830718,0
ESIK-02836,167,0.07118761,0.0722845425798734,0
ESIK-04145,168,0.0682104,0.0698983898410423,0
ESIK-03978,169,0.06757981,0.0693903457892472,0
ESIK-00839,170,0.06722114,0.0691009523090499,0
ESIK-00478,171,0.065485634,0.0676962269562691,0
ESIK-05271,172,0.06544253,0.0676612453352383,0
ESIK-01779,173,0.065216355,0.067477604053445,0
ESIK-05079,174,0.06444881,0.0668534395976674,0
ESIK-01677,175,0.0641936,0.0666455710099232,0
ESIK-03284,176,0.062431052,0.0652053546269012,0
ESIK-05619,177,0.061828908,0.0647114445515962,0
ESIK-02114,178,0.06116347,0.0641644753769581,0
ESIK-02826,179,0.06032595,0.0634743274654513,0
ESIK-01855,180,0.059783403,0.0630261967377895,0
ESIK-03422,181,0.059272476,0.0626034309659561,0
ESIK-00835,182,0.059042584,0.0624129651931128,0
ESIK-03250,183,0.058856282,0.0622584979029212,0
ESIK-00962,184,0.058097113,0.0616280125790212,0
ESIK-02437,185,0.057724312,0.0613177812898974,0
ESIK-02319,186,0.057623167,0.0612335411281262,0
ESIK-03083,187,0.057106446,0.0608027103556346,0
ESIK-04787,188,0.056794662,0.0605423623235842,0
ESIK-04779,189,0.056583874,0.0603661805749822,0
ESIK-02724,190,0.05578466,0.0596969429924284,0
ESIK-01826,191,0.054650985,0.0587442166303695,0
ESIK-01454,192,0.05396371,0.0581646446808745,0
ESIK-01678,193,0.052899424,0.0572640975221854,0
ESIK-05566,194,0.052580353,0.0569933832234774,0
ESIK-04734,195,0.05217704,0.0566507052356441,0
ESIK-02845,196,0.051844273,0.0563675469663586,0
ESIK-01602,197,0.051060818,0.0556993893376845,0
ESIK-03052,198,0.050660543,0.0553571962725946,0
ESIK-01385,199,0.049888276,0.0546953733003118,0
ESIK-01287,200,0.049824227,0.0546403887228462,0
ESIK-01604,201,0.048989158,0.0539221294005658,0
ESIK-01738,202,0.04894094,0.0538805775351465,0
ESIK-02423,203,0.04884649,0.0537991592785117,0
ESIK-03095,204,0.048589006,0.0535770390030309,0
ESIK-03029,205,0.047910076,0.0529901585345053,0
ESIK-03146,206,0.047522806,0.0526546123713129,0
ESIK-00309,207,0.046708457,0.0519471326842633,0
ESIK-01045,208,0.046609413,0.0518609106590362,0
ESIK-04515,209,0.04649978,0.051765420567053,0
ESIK-04481,210,0.04587199,0.0512177200819419,0
ESIK-04546,211,0.04520387,0.0506330831312846,0
ESIK-03661,212,0.04511783,0.0505576607476286,0
ESIK-02436,213,0.045012005,0.0504648561175104,0
ESIK-04061,214,0.044710107,0.0501998417657907,0
ESIK-03974,215,0.044274855,0.0498170979538419,0
ESIK-05152,216,0.044001244,0.0495760865553361,0
ESIK-02033,217,0.043490477,0.0491253159050503,0
ESIK-04687,218,0.04329685,0.0489541440713762,0
ESIK-01954,219,0.042942822,0.0486407411392203,0
ESIK-04630,220,0.041269083,0.0471515258608319,0
ESIK-00246,221,0.041260894,0.0471442098908099,0
ESIK-02327,222,0.041037574,0.0469445342561092,0
ESIK-02439,223,0.04077419,0.0467087415164505,0
ESIK-03657,224,0.040771224,0.0467060850534171,0
ESIK-02524,225,0.04071142,0.0466525019833749,0
ESIK-05007,226,0.03973766,0.0457775997896837,0
ESIK-01296,227,0.03960833,0.0456610559415191,0
ESIK-02565,228,0.039393194,0.0454670122184375,0
ESIK-04946,229,0.03829955,0.0444770297843958,0
ESIK-05727,230,0.03815441,0.0443451935063797,0
ESIK-03786,231,0.03739603,0.0436545672635115,0
ESIK-05381,232,0.037333004,0.043597041272586,0
ESIK-00131,233,0.03696854,0.0432639465441991,0
ESIK-03475,234,0.036842577,0.0431486634811616,0
ESIK-00999,235,0.036679648,0.0429994208216645,0
ESIK-01648,236,0.036432065,0.0427723596188227,0
ESIK-00085,237,0.036208987,0.0425674893883322,0
ESIK-01801,238,0.035992138,0.0423680783441674,0
ESIK-04999,239,0.03570297,0.0421017594180961,0
ESIK-03765,240,0.035500992,0.0419154634588512,0
ESIK-03143,241,0.035490207,0.0419055117825636,0
ESIK-01762,242,0.035440784,0.0418598880765322,0
ESIK-01735,243,0.033953145,0.0404800933055247,0
ESIK-00415,244,0.033845477,0.0403797296030001,0
ESIK-01791,245,0.033559497,0.0401128140607964,0
ESIK-05247,246,0.033505417,0.0400622849451637,0
ESIK-01642,247,0.03292992,0.0395234643924331,0
ESIK-03973,248,0.032900915,0.0394962528175054,0
ESIK-01439,249,0.03259001,0.0392042565540041,0
ESIK-02854,250,0.032480866,0.0391016117494006,0
ESIK-02185,251,0.032408666,0.0390336652982452,0
ESIK-02229,252,0.031872094,0.0385276902242304,0
ESIK-01889,253,0.031146128,0.0378401609320398,0
ESIK-02285,254,0.031054227,0.0377528795466105,0
ESIK-04610,255,0.030380134,0.0371109440085467,0
ESIK-03269,256,0.030291114,0.0370259421372515,0
ESIK-03039,257,0.029872656,0.0366256322268652,0
ESIK-01337,258,0.02981248,0.036567964533341,0
ESIK-04122,259,0.029684655,0.0364453861052771,0
ESIK-00864,260,0.029520754,0.0362880455443726,0
ESIK-03043,261,0.02920181,0.0359813229187147,0
ESIK-04081,262,0.029037263,0.0358227942499375,0
ESIK-00257,263,0.028733142,0.035529282830511,0
ESIK-01790,264,0.028209057,0.0350218845138333,0
ESIK-02665,265,0.028082505,0.0348990557140651,0
ESIK-01999,266,0.02762598,0.0344549517419297,0
ESIK-00234,267,0.027592395,0.0344222176079857,0
ESIK-02290,268,0.027019052,0.0338620490011328,0
ESIK-03076,269,0.026579343,0.0334306842256328,0
ESIK-03163,270,0.026026063,0.0328856840556968,0
ESIK-02552,271,0.02564254,0.0325064143749664,0
ESIK-01659,272,0.02558772,0.0324521037433627,0
ESIK-05125,273,0.025354166,0.0322204233743567,0
ESIK-03077,274,0.02503998,0.0319080208985832,0
ESIK-04103,275,0.02483976,0.0317084894512034,0
ESIK-01175,276,0.024317974,0.0311868383198888,0
ESIK-05170,277,0.024175929,0.0310444073074886,0
ESIK-00659,278,0.023298342,0.0301603185231994,0
ESIK-03129,279,0.023151029,0.0300112048805503,0
ESIK-04668,280,0.022855433,0.0297113695454988,0
ESIK-00811,281,0.022840854,0.0296965588545969,0
ESIK-04318,282,0.022685638,0.0295387539226239,0
ESIK-04571,283,0.022395125,0.0292427561263274,0
ESIK-00319,284,0.022338998,0.0291854719017317,0
ESIK-00605,285,0.021921543,0.0287584212606339,0
ESIK-00356,286,0.021825666,0.0286600879148607,0
ESIK-02708,287,0.021811439,0.0286454882405209,0
ESIK-01262,288,0.021638377,0.0284677303147117,0
ESIK-04098,289,0.021410255,0.0282329387970412,0
ESIK-03454,290,0.021159934,0.0279746668933815,0
ESIK-04870,291,0.021023259,0.0278333684793112,0
ESIK-05196,292,0.020757569,0.0275581121405241,0
ESIK-03812,293,0.020564916,0.0273580362072433,0
ESIK-00359,294,0.020320902,0.0271040317825505,0
ESIK-05033,295,0.020048326,0.0268195025410747,0
ESIK-03162,296,0.019893777,0.0266577978490877,0
ESIK-03566,297,0.019749988,0.0265071047394673,0
ESIK-00842,298,0.019716663,0.0264721441371364,0
ESIK-00166,299,0.019391695,0.0261305531256314,0
ESIK-04003,300,0.0192445,0.0259754119102727,0
ESIK-01148,301,0.018901573,0.0256129656460882,0
ESIK-00242,302,0.01881446,0.0255206626147206,0
ESIK-02179,303,0.018771244,0.025474837587102,0
ESIK-04858,304,0.018646466,0.0253423977044717,0
ESIK-03293,305,0.018352462,0.0250295651604742,0
ESIK-01742,306,0.018182809,0.0248485461009825,0
ESIK-01798,307,0.018171614,0.0248365881526591,0
ESIK-05052,308,0.018082984,0.0247418596211854,0
ESIK-03053,309,0.018034972,0.0246905023143111,0
ESIK-02704,310,0.01801586,0.0246700489885879,0
ESIK-00825,311,0.017912721,0.0245595966395054,0
ESIK-00920,312,0.017768519,0.0244049303814941,0
ESIK-04243,313,0.01770023,0.0243315923222539,0
ESIK-03869,314,0.01680776,0.0233672738948975,0
ESIK-02352,315,0.016764876,0.0233206586926826,0
ESIK-00004,316,0.016747648,0.0233019236052118,0
ESIK-02849,317,0.01670797,0.0232587599257319,0
ESIK-04929,318,0.016381253,0.0229024743775302,0
ESIK-03116,319,0.0163314,0.0228479752533688,0
ESIK-01239,320,0.016172003,0.0226734682951602,0
ESIK-02774,321,0.016159445,0.0226597030549814,0
ESIK-04701,322,0.016122453,0.0226191447997575,0
ESIK-01477,323,0.0161224,0.0226190867323918,0
ESIK-03760,324,0.016037159,0.0225255472854438,0
ESIK-01366,325,0.01599398,0.0224781237441286,0
ESIK-05164,326,0.015963975,0.0224451516253189,0
ESIK-00452,327,0.015931372,0.0224093084213617,0
ESIK-03385,328,0.015867187,0.0223386993269557,0
ESIK-03121,329,0.015748555,0.0222080304062858,0
ESIK-05121,330,0.015739828,0.0221984096530155,0
ESIK-02458,331,0.015581335,0.022023474022004,0
ESIK-00852,332,0.015519129,0.0219547059639421,0
ESIK-00095,333,0.015518925,0.0219544803649976,0
ESIK-02671,334,0.015493628,0.021926499510475,0
ESIK-02891,335,0.0153711,0.0217908202793686,0
ESIK-01941,336,0.015270499,0.0216792437254689,0
ESIK-00281,337,0.015224774,0.0216284802626431,0
ESIK-03943,338,0.015101517,0.0214914638277771,0
ESIK-01464,339,0.015079142,0.0214665664469214,0
ESIK-04025,340,0.015078569,0.0214659280194344,0
ESIK-00814,341,0.015007783,0.021387103104193,0
ESIK-00895,342,0.014879304,0.0212438260788606,0
ESIK-03014,343,0.014796721,0.0211515853273954,0
ESIK-03809,344,0.014714104,0.0210591949704964,0
ESIK-00778,345,0.014644735,0.0209815309913714,0
ESIK-02325,346,0.014618218,0.0209518231382249,0
ESIK-02888,347,0.014584799,0.0209143639447838,0
ESIK-03336,348,0.014480467,0.0207972970387908,0
ESIK-03060,349,0.014474424,0.0207905125404298,0
ESIK-05286,350,0.014257748,0.020546771824507,0
ESIK-01059,351,0.014151662,0.0204271390184617,0
ESIK-02582,352,0.0141176935,0.0203887921151485,0
ESIK-00466,353,0.014075122,0.0203407033754856,0
ESIK-03212,354,0.013903784,0.0201468343174948,0
ESIK-05510,355,0.013824576,0.0200570317169671,0
ESIK-02299,356,0.0137977395,0.0200265808781465,0
ESIK-00026,357,0.013791603,0.0200196156896955,0
ESIK-00984,358,0.01373177,0.0199516715970322,0
ESIK-02948,359,0.01362129,0.019826039572493,0
ESIK-00678,360,0.013588323,0.0197885071567255,0
ESIK-00945,361,0.013529953,0.0197220062710063,0
ESIK-02717,362,0.013416018,0.0195920175008987,0
ESIK-03859,363,0.013387394,0.0195593225198456,0
ESIK-04487,364,0.013353275,0.019520331478743,0
ESIK-04699,365,0.013295357,0.0194540912024377,0
ESIK-03955,366,0.013286391,0.0194438297140058,0
ESIK-01969,367,0.013205437,0.0193511237290174,0
ESIK-05359,368,0.013175192,0.0193164557024962,0
ESIK-04508,369,0.013112598,0.0192446533047285,0
ESIK-01144,370,0.01305595,0.0191796055020657,0
ESIK-01384,371,0.013025762,0.0191449146294043,0
ESIK-05341,372,0.012982381,0.0190950352206617,0
ESIK-01847,373,0.012755728,0.018833823303462,0
ESIK-02260,374,0.012726537,0.0188001057969321,0
ESIK-04760,375,0.012679233,0.0187454333207557,0
ESIK-00100,376,0.012583077,0.0186341609286984,0
ESIK-02241,377,0.01244053,0.0184688573967582,0
ESIK-00851,378,0.012278236,0.0182801487478901,0
ESIK-03902,379,0.012240711,0.0182364369807315,0
ESIK-02498,380,0.012183965,0.0181702817291547,0
ESIK-03416,381,0.012138882,0.0181176740224744,0
ESIK-02508,382,0.012018579,0.0179770810182474,0
ESIK-00882,383,0.011909387,0.0178492050419864,0
ESIK-02068,384,0.011738249,0.017648262002807,0
ESIK-02900,385,0.011680513,0.0175803263743609,0
ESIK-01747,386,0.011560182,0.0174384984170017,0
ESIK-02479,387,0.011549017,0.0174253232504916,0
ESIK-04944,388,0.011541589,0.0174165559409005,0
ESIK-03418,389,0.011534634,0.0174083449360751,0
ESIK-01502,390,0.011500948,0.0173685636278516,0
ESIK-03188,391,0.011499711,0.0173671035833482,0
ESIK-05180,392,0.0114718955,0.0173342333061241,0
ESIK-03285,393,0.011437841,0.0172939679151427,0
ESIK-00929,394,0.011256931,0.0170796217463184,0
ESIK-01243,395,0.011172466,0.0169792877033649,0
ESIK-04464,396,0.011134728,0.0169344034041145,0
ESIK-01802,397,0.011029522,0.0168091037196824,0
ESIK-01785,398,0.010966629,0.0167340728320391,0
ESIK-00987,399,0.010957944,0.0167237036559795,0
ESIK-01032,400,0.010934377,0.0166955597763468,0
ESIK-05772,401,0.010852686,0.0165978970192008,0
ESIK-03951,402,0.010847037,0.0165911367976763,0
ESIK-04313,403,0.010842918,0.0165862091760787,0
ESIK-05081,404,0.010579229,0.0162697923411333,0
ESIK-01947,405,0.010532107,0.0162130653311748,0
ESIK-03556,406,0.010481141,0.0161516487196192,0
ESIK-04785,407,0.010384654,0.016035195608527,0
ESIK-05209,408,0.010253329,0.0158763146623862,0
ESIK-05294,409,0.010247756,0.0158695623021989,0
ESIK-03164,410,0.010169379,0.0157745156362445,0
ESIK-00616,411,0.010137945,0.0157363506231766,0
ESIK-05309,412,0.010117367,0.0157113504190599,0
ESIK-00889,413,0.010113585,0.0157067553367884,0
ESIK-01077,414,0.010040754,0.0156181823474761,0
ESIK-00586,415,0.010039332,0.0156164517890448,0
ESIK-02626,416,0.010035272,0.0156115091999276,0
ESIK-03482,417,0.010033288,0.0156090932552417,0
ESIK-02385,418,0.010013519,0.0155850231179922,0
ESIK-05013,419,0.010003403,0.0155727026288473,0
ESIK-02719,420,0.009961514,0.0155216528793861,0
ESIK-01601,421,0.009936991,0.0154917453659235,0
ESIK-03805,422,0.009910203,0.0154590559556118,0
ESIK-05189,423,0.009878404,0.0154202293222072,0
ESIK-04270,424,0.009862728,0.0154010767667712,0
ESIK-04794,425,0.009804857,0.0153303182783702,0
ESIK-03518,426,0.009788247,0.0153099915179675,0
ESIK-01837,427,0.009777322,0.0152966189916935,0
ESIK-04552,428,0.009759399,0.015274671171991,0
ESIK-02108,429,0.009719977,0.0152263667590052,0
ESIK-05666,430,0.009713465,0.0152183850182073,0
ESIK-03446,431,0.009681383,0.0151790372699437,0
ESIK-02340,432,0.009604729,0.0150849072090506,0
ESIK-04355,433,0.009488823,0.0149422619192782,0
ESIK-01982,434,0.009452438,0.0148974045283067,0
ESIK-02140,435,0.009431481,0.0148715509464092,0
ESIK-03889,436,0.009428872,0.0148683299144441,0
ESIK-03492,437,0.009422603,0.0148605934517094,0
ESIK-02157,438,0.009400314,0.0148330754780043,0
ESIK-02356,439,0.009383987,0.0148129107416889,0
ESIK-01212,440,0.009362951,0.0147869173365975,0
ESIK-03548,441,0.009296736,0.0147050141991158,0
ESIK-04804,442,0.009246885,0.0146432684604317,0
ESIK-04112,443,0.009231303,0.0146239526909988,0
ESIK-00001,444,0.009116613,0.014481563785439,0
ESIK-01399,445,0.008957554,0.0142834360591156,0
ESIK-01369,446,0.008897446,0.0142083644809281,0
ESIK-04224,447,0.00889447,0.0142046439831519,0
ESIK-00788,448,0.008880361,0.014187005718489,0
ESIK-04741,449,0.008872059,0.014176624005161,0
ESIK-00789,450,0.008862718,0.0141649397733633,0
ESIK-01091,451,0.008818383,0.0141094478115172,0
ESIK-00256,452,0.008816274,0.0141068069611461,0
ESIK-00266,453,0.008793561,0.0140783522200704,0
ESIK-04601,454,0.008664956,0.0139169365650282,0
ESIK-05055,455,0.008660088,0.0139108153245311,0
ESIK-05139,456,0.008607137,0.0138441945085806,0
ESIK-05296,457,0.008575916,0.0138048706736673,0
ESIK-03552,458,0.008574421,0.0138029857796023,0
ESIK-01362,459,0.008522924,0.0137380536361922,0
ESIK-03477,460,0.008518964,0.0137330568849267,0
ESIK-04126,461,0.008469808,0.0136709888299611,0
ESIK-01923,462,0.008466373,0.0136666483710653,0
ESIK-00975,463,0.008458511,0.0136567129290857,0
ESIK-03820,464,0.0084577305,0.0136557273577792,0
ESIK-02011,465,0.008418154,0.0136056820153737,0
ESIK-05326,466,0.008379792,0.0135571221862384,0
ESIK-01599,467,0.008375723,0.0135519696256466,0
ESIK-03923,468,0.008373312,0.0135489151246759,0
ESIK-00138,469,0.008362169,0.0135348000189339,0
ESIK-01548,470,0.008338432,0.0135047135869385,0
ESIK-01180,471,0.008310955,0.0134698656418836,0
ESIK-05484,472,0.008303358,0.0134602257673492,0
ESIK-04852,473,0.00822837,0.0133649723658395,0
ESIK-01162,474,0.008227129,0.0133633940838465,0
ESIK-03921,475,0.00817895,0.0133020926365117,0
ESIK-02679,476,0.008140079,0.0132525751104706,0
ESIK-00222,477,0.008083863,0.0131808723176784,0
ESIK-01939,478,0.008036863,0.0131208391465851,0
ESIK-01557,479,0.007889659,0.0129323152719182,0
ESIK-02376,480,0.007871689,0.0129092487373485,0
ESIK-03909,481,0.00781955,0.0128422569311715,0
ESIK-02568,482,0.007760701,0.012766525033754,0
ESIK-03621,483,0.007758047,0.0127631062778983,0
ESIK-03313,484,0.0077493265,0.0127518728359874,0
ESIK-04756,485,0.0077436604,0.0127445718476903,0
ESIK-04281,486,0.0077071735,0.0126975310601861,0
ESIK-05631,487,0.007599822,0.0125588445495603,0
ESIK-02549,488,0.0075810184,0.0125345081434932,0
ESIK-04179,489,0.007531892,0.0124708642908924,0
ESIK-01612,490,0.007494039,0.0124217642331432,0
ESIK-05158,491,0.007469296,0.0123896389339299,0
ESIK-01764,492,0.007454841,0.0123708606692119,0
ESIK-05133,493,0.0073279347,0.0122056538141374,0
ESIK-02016,494,0.0072967485,0.0121649597596302,0
ESIK-05354,495,0.007243399,0.0120952576993345,0
ESIK-02522,496,0.0072375857,0.0120876559100999,0
ESIK-04529,497,0.0072070747,0.0120477345516288,0
ESIK-04419,498,0.007196452,0.0120338258795001,0
ESIK-01898,499,0.007172908,0.0120029853595458,0
ESIK-02758,500,0.007171981,0.012001770627562,0
ESIK-03042,501,0.007137046,0.0119559666429194,0
ESIK-04274,502,0.0071264375,0.0119420475180731,0
ESIK-04219,503,0.0071162623,0.0119286927897768,0
ESIK-00244,504,0.007099026,0.0119060615673994,0
ESIK-01353,505,0.007082227,0.01188399268602,0
ESIK-05099,506,0.007034298,0.0118209645745987,0
ESIK-02000,507,0.007030016,0.0118153292123398,0
ESIK-00753,508,0.007003152,0.0117799564346,0
ESIK-04716,509,0.0069242385,0.0116758762187028,0
ESIK-00538,510,0.0068924213,0.0116338380288983,0
ESIK-00475,511,0.0068846215,0.0116235264586228,0
ESIK-04292,512,0.006817824,0.0115351103260895,0
ESIK-05128,513,0.006792865,0.0115020256660867,0
ESIK-04653,514,0.0067241513,0.0114108018530057,0
ESIK-02730,515,0.0067163436,0.0114004234890028,0
